"Pathway","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"PWY-7282: 4-amino-2-methyl-5-phosphomethylpyrimidine biosynthesis (yeast)",397.92670385441,2.93718012667749,2.77087827683649,1.06001773922414,0.289136529134104,0.996594415525585
"PWY-7117: C4 photosynthetic carbon assimilation cycle, PEPCK type",1282.23644617312,1.37707296237999,1.30358425104733,1.05637434732249,0.290797221111683,0.996594415525585
"PWY-5723: Rubisco shunt",763.928761298998,2.2720310280378,2.15686366742837,1.05339575344915,0.292159649638582,0.996594415525585
"FERMENTATION-PWY: mixed acid fermentation",2677.16846160217,0.755943411419145,0.737910996274736,1.02443711400893,0.305628859460955,0.996594415525585
"P441-PWY: superpathway of N-acetylneuraminate degradation",280.802796850343,2.91371470082067,2.88576386555396,1.00968576660078,0.312645863844456,0.996594415525585
"PWY-5100: pyruvate fermentation to acetate and lactate II",18262.5359961211,-0.244424934644548,0.242670459950873,-1.00722986511844,0.313824324390669,0.996594415525585
"VALSYN-PWY: L-valine biosynthesis",59487.3223777652,0.1050828139027,0.105482128174269,0.996214389314276,0.319145989421107,0.996594415525585
"PWY-6385: peptidoglycan biosynthesis III (mycobacteria)",33594.8908508478,-0.0680117495334023,0.0690422238089148,-0.985074723572571,0.324587368093901,0.996594415525585
"OANTIGEN-PWY: O-antigen building blocks biosynthesis (E. coli)",22089.5805782085,-0.279359069397884,0.285967027100552,-0.976892588737707,0.328622331264796,0.996594415525585
"GLYCOCAT-PWY: glycogen degradation I (bacterial)",79.6912252180039,2.7775022133483,2.8866860196414,0.96217676409897,0.335960818937939,0.996594415525585
"PWY-2723: trehalose degradation V",39.4428276696014,2.7546807195591,2.88800751088153,0.953834333595022,0.340167507167616,0.996594415525585
"ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)",37757.7368712047,0.139984845610922,0.147456230487163,0.949331507718884,0.342452033508565,0.996594415525585
"PWY-5659: GDP-mannose biosynthesis",5913.47698887971,-0.391476035591549,0.418426990730631,-0.935589826335003,0.349484414680492,0.996594415525585
"PWY-724: superpathway of L-lysine, L-threonine and L-methionine biosynthesis II",18619.6454804541,0.140907879001968,0.153086241323071,0.920447701793122,0.357338850720469,0.996594415525585
"PWY-821: superpathway of sulfur amino acid biosynthesis (Saccharomyces cerevisiae)",77.837207464555,2.62721256314199,2.88661914014652,0.910134810167107,0.362751418486498,0.996594415525585
"PYRIDOXSYN-PWY: pyridoxal 5'-phosphate biosynthesis I",1414.76038128844,1.55343388657206,1.72079946260307,0.902739639529043,0.366664093122579,0.996594415525585
"PWY-5083: NAD/NADH phosphorylation and dephosphorylation",59.701702050104,2.50884566542043,2.87444510208003,0.872810429952188,0.382766413686864,0.996594415525585
"DAPLYSINESYN-PWY: L-lysine biosynthesis I",1045.35796444151,-0.889373188287525,1.0893993013552,-0.816388616351373,0.414277905312206,0.996594415525585
"ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)",40932.1598098938,0.0945396826466685,0.11726359088797,0.806215142575571,0.420118809001547,0.996594415525585
"UDPNAGSYN-PWY: UDP-N-acetyl-D-glucosamine biosynthesis I",20795.4576179589,-0.298574686933409,0.37739188488105,-0.791152907348596,0.428854768399542,0.996594415525585
"PWY-7315: dTDP-N-acetylthomosamine biosynthesis",7384.2382286414,0.42898149330918,0.544943189908533,0.787204063200025,0.431162419060103,0.996594415525585
"THRESYN-PWY: superpathway of L-threonine biosynthesis",10287.9682630187,0.227812868250056,0.290725525767712,0.783601191015053,0.433274156739541,0.996594415525585
"PWY-6606: guanosine nucleotides degradation II",3985.48704425602,-0.336565214576941,0.434790097804426,-0.774086659922812,0.438879545714581,0.996594415525585
"PWY0-1296: purine ribonucleosides degradation",37107.228304678,0.161142889162664,0.20964632716449,0.768641603896213,0.442106100315577,0.996594415525585
"ANAGLYCOLYSIS-PWY: glycolysis III (from glucose)",37375.0815399683,-0.119183524998366,0.158742639842929,-0.750797171549463,0.452774731914853,0.996594415525585
"PWY-5005: biotin biosynthesis II",249.559934781086,1.80036113833154,2.40325062362004,0.749135824885228,0.453775344342124,0.996594415525585
"SER-GLYSYN-PWY: superpathway of L-serine and glycine biosynthesis I",5236.26700344245,0.546368362796127,0.74854599447445,0.729906200593231,0.46544752190424,0.996594415525585
"PWY-8004: Entner-Doudoroff pathway I",429.161786997062,1.89035959528355,2.59012607534367,0.729833042985264,0.46549224410063,0.996594415525585
"LACTOSECAT-PWY: lactose and galactose degradation I",10820.2548856348,-0.469610520969799,0.648226535341452,-0.724454330957669,0.468786854938014,0.996594415525585
"PWY-6607: guanosine nucleotides degradation I",110.110848118631,2.0085852712435,2.88603315428408,0.695967497206996,0.486449184980166,0.996594415525585
"PWY-7111: pyruvate fermentation to isobutanol (engineered)",49888.8829015646,0.221495487307802,0.320119294431586,0.691915455146483,0.488990424274034,0.996594415525585
"PWY-6901: superpathway of glucose and xylose degradation",4488.69175433211,0.835743087296902,1.20891468426852,0.691316846566875,0.489366447201039,0.996594415525585
"PWY-6549: L-glutamine biosynthesis III",1950.98380872316,0.576109840970008,0.834536009452139,0.690335509127061,0.48998322239131,0.996594415525585
"PWY-6588: pyruvate fermentation to acetone",49.0321398753277,1.95898114702332,2.8868417183119,0.678589731677026,0.497397850813278,0.996594415525585
"PWY-5345: superpathway of L-methionine biosynthesis (by sulfhydrylation)",971.171100589212,1.12735146374657,1.67660341763822,0.672401983609601,0.501327820340284,0.996594415525585
"PWY-5030: L-histidine degradation III",1561.80274064024,-1.19267033273171,1.7809907264164,-0.669666784358571,0.503070230299998,0.996594415525585
"PWY0-845: superpathway of pyridoxal 5'-phosphate biosynthesis and salvage",1965.89744534516,1.15197849939188,1.75588516114518,0.656067107851501,0.511780946712828,0.996594415525585
"HISTSYN-PWY: L-histidine biosynthesis",19664.7030210966,0.150597448316246,0.231784897103001,0.649729340429474,0.515867068109723,0.996594415525585
"CALVIN-PWY: Calvin-Benson-Bassham cycle",25754.4992928181,0.11020037945006,0.176708991677768,0.62362632712552,0.53287301658654,0.996594415525585
"PWY-5675: nitrate reduction V (assimilatory)",46.1857821468441,1.64842134632661,2.66010762049519,0.619682201436554,0.535467035928151,0.996594415525585
"GLYCOGENSYNTH-PWY: glycogen biosynthesis I (from ADP-D-Glucose)",25426.4288056908,-0.16762441242013,0.277438262599832,-0.604186354287787,0.545719752181107,0.996594415525585
"PWY-4984: urea cycle",1533.03090959259,0.72917644844227,1.25172509169674,0.58253721466417,0.560204882155119,0.996594415525585
"PWY-6609: adenine and adenosine salvage III",49670.6804653172,0.0951729778501797,0.164445487876398,0.578750922747813,0.562757250365467,0.996594415525585
"COBALSYN-PWY: adenosylcobalamin salvage from cobinamide I",1220.83223404896,1.53566487284897,2.70326416081929,0.568077990714586,0.569982011784503,0.996594415525585
"PWY-6285: superpathway of fatty acids biosynthesis (E. coli)",221.143637295309,-1.63318043310415,2.88566495093302,-0.565963291260164,0.571418735060262,0.996594415525585
"CITRULBIO-PWY: L-citrulline biosynthesis",1811.31372753436,0.706168658525796,1.26030398780143,0.560316134330172,0.575263824223906,0.996594415525585
"PWY4FS-7: phosphatidylglycerol biosynthesis I (plastidic)",1619.3135650057,1.1125504648415,1.99445999380704,0.557820396646743,0.576967033288041,0.996594415525585
"PWY4FS-8: phosphatidylglycerol biosynthesis II (non-plastidic)",1619.3135650057,1.1125504648415,1.99445999380704,0.557820396646743,0.576967033288041,0.996594415525585
"P562-PWY: myo-inositol degradation I",312.597130150702,1.00573623651836,1.82718317022138,0.550429892804075,0.582024550250366,0.996594415525585
"TEICHOICACID-PWY: teichoic acid (poly-glycerol) biosynthesis",646.678685115421,1.24585603848157,2.30788809641578,0.539825150281951,0.589317620784258,0.996594415525585
"PWY-3001: superpathway of L-isoleucine biosynthesis I",13712.3123053961,0.265924359755448,0.49352157797623,0.538830259146756,0.590003982486066,0.996594415525585
"HSERMETANA-PWY: L-methionine biosynthesis III",20334.8707319956,-0.129363920379465,0.243014920164742,-0.532329127329991,0.594498062035969,0.996594415525585
"PWY-2941: L-lysine biosynthesis II",8023.86562760323,-0.405076903896255,0.761040134425247,-0.532267466028159,0.594540761844844,0.996594415525585
"PWY-7237: myo-, chiro- and scillo-inositol degradation",5209.45043498903,0.825335163980276,1.61059671427649,0.512440610777622,0.608342674917544,0.996594415525585
"CENTFERM-PWY: pyruvate fermentation to butanoate",1013.63787582611,0.686233173542716,1.34698159459627,0.509459948298997,0.61042986533517,0.996594415525585
"NAGLIPASYN-PWY: lipid IVA biosynthesis",1577.21429727626,1.2071639736122,2.38425753105827,0.506306033592097,0.612641828030621,0.996594415525585
"PWY-6590: superpathway of Clostridium acetobutylicum acidogenic fermentation",1252.63650616822,0.670819360642168,1.35611205726424,0.494663665180774,0.620837553756786,0.996594415525585
"PWY-7198: pyrimidine deoxyribonucleotides de novo biosynthesis IV",879.781658442883,0.953148345516376,1.93147722456758,0.493481534958181,0.621672383746985,0.996594415525585
"PWY-7199: pyrimidine deoxyribonucleosides salvage",24113.2071412263,0.108795761796775,0.223388490388582,0.487024920610392,0.62624067075181,0.996594415525585
"PWY-5667: CDP-diacylglycerol biosynthesis I",26029.5284649145,0.0903913676021817,0.186151783903724,0.485578841666816,0.627265800858333,0.996594415525585
"PWY0-1319: CDP-diacylglycerol biosynthesis II",26029.5284649145,0.0903913676021817,0.186151783903724,0.485578841666816,0.627265800858333,0.996594415525585
"SULFATE-CYS-PWY: superpathway of sulfate assimilation and cysteine biosynthesis",394.018465004634,0.959444865288209,1.99288857221933,0.481434275183659,0.630207881399537,0.996594415525585
"GLYCOLYSIS: glycolysis I (from glucose 6-phosphate)",28367.1547584382,0.089194286846823,0.18646067272447,0.478354419425614,0.632397969595057,0.996594415525585
"PWY-6507: 4-deoxy-L-threo-hex-4-enopyranuronate degradation",1879.25825172405,0.375275130742501,0.794069983777341,0.472597048634606,0.636500688503147,0.996594415525585
"PHOSLIPSYN-PWY: superpathway of phospholipid biosynthesis I (bacteria)",2434.96985027343,1.06363423333688,2.27482780462024,0.467566921406801,0.640094324733187,0.996594415525585
"HEMESYN2-PWY: heme biosynthesis II (anaerobic)",90.6165640797827,1.16575928688698,2.50370805114854,0.46561310786703,0.641492458783229,0.996594415525585
"PWY-6608: guanosine nucleotides degradation III",6997.78509282232,-0.177312724584666,0.384274045932166,-0.461422587504038,0.644495449186186,0.996594415525585
"PWY-5177: glutaryl-CoA degradation",899.124760848947,0.703458631755473,1.60877850435213,0.437262575209981,0.661920933339758,0.996594415525585
"PWY-6163: chorismate biosynthesis from 3-dehydroquinate",29335.0593222312,0.0485478739346517,0.111100565601588,0.436972338275456,0.662131409083327,0.996594415525585
"PWY-6823: molybdopterin biosynthesis",4212.57272454233,-1.04766444022165,2.45403669371087,-0.426914741294038,0.669441428103124,0.996594415525585
"PWY-5347: superpathway of L-methionine biosynthesis (transsulfuration)",1060.09616865777,0.993364602523256,2.34819039140291,0.423034097303234,0.672270383770862,0.996594415525585
"PWY-6353: purine nucleotides degradation II (aerobic)",2201.41687465272,0.465121906713941,1.10135735497479,0.422316975151621,0.672793669434143,0.996594415525585
"GLYCOLYSIS-E-D: superpathway of glycolysis and Entner-Doudoroff",2260.5765701763,1.07963967639568,2.57735122670008,0.418895052102773,0.675292833305441,0.996594415525585
"PWY-5136: fatty acid &beta;-oxidation II (peroxisome)",330.196397863968,0.942476451240113,2.26155422966119,0.416738382338641,0.676869776583163,0.996594415525585
"PWY-6527: stachyose degradation",29921.2194108152,0.0570013231431752,0.137282808547027,0.41521093388506,0.677987495329768,0.996594415525585
"PWY-5913: TCA cycle VI (obligate autotrophs)",4240.20075937336,-0.599884985307357,1.53773565288359,-0.390109304016228,0.69645572320934,0.996594415525585
"PWY-5941: glycogen degradation II (eukaryotic)",990.126129805513,-0.91782801529332,2.35316182977538,-0.390040329432392,0.696506725347289,0.996594415525585
"HOMOSER-METSYN-PWY: L-methionine biosynthesis I",620.112505644011,0.738568633466384,1.89524304770843,0.38969599933866,0.696761355171942,0.996594415525585
"PWY-I9: L-cysteine biosynthesis VI (from L-methionine)",685.614518059941,-0.896666014113018,2.30561038766071,-0.388906130416416,0.697345587062113,0.996594415525585
"ARO-PWY: chorismate biosynthesis I",30769.6680075265,0.0435173353361014,0.112418512056723,0.387101150334953,0.698681326034526,0.996594415525585
"RHAMCAT-PWY: L-rhamnose degradation I",8525.17054920618,0.129644591061836,0.336462065099961,0.385317111524353,0.700002485292412,0.996594415525585
"HEXITOLDEGSUPER-PWY: superpathway of hexitol degradation (bacteria)",4063.31980493153,0.762648729398386,2.04281754219006,0.373331789867423,0.70890151909748,0.996594415525585
"METSYN-PWY: L-homoserine and L-methionine biosynthesis",1187.74885644916,0.719232933179308,1.94338538899472,0.37009279644289,0.711313349268302,0.996594415525585
"PWY66-399: gluconeogenesis III",6666.85076476887,0.352637086761847,0.975430762115385,0.36151934146212,0.717711248901069,0.996594415525585
"PWY-6595: superpathway of guanosine nucleotides degradation (plants)",2042.56609218966,-0.32307984990702,0.90216732745898,-0.358115218844156,0.720257090344026,0.996594415525585
"PWY-7357: thiamin formation from pyrithiamine and oxythiamine (yeast)",3986.63000166743,0.535664721058698,1.49697336827663,0.35783183081966,0.720469168144776,0.996594415525585
"PWY-6305: putrescine biosynthesis IV",456.897142017974,-0.817700129643919,2.29908898194083,-0.355662671635109,0.722093203148515,0.996594415525585
"MET-SAM-PWY: superpathway of S-adenosyl-L-methionine biosynthesis",1208.97307766916,0.679127002695004,1.94390246877942,0.349362693654804,0.726817037071058,0.996594415525585
"PWY-6969: TCA cycle V (2-oxoglutarate synthase)",306.255296565201,-0.894609311498962,2.59824385749399,-0.344313067042835,0.730610858324418,0.996594415525585
"SALVADEHYPOX-PWY: adenosine nucleotides degradation II",2300.62171255445,0.27648532102701,0.803472981424306,0.34411277966919,0.730761472370884,0.996594415525585
"PWY-7663: gondoate biosynthesis (anaerobic)",23651.0814135231,-0.078034366640466,0.231195804816329,-0.33752501133167,0.735721160872861,0.996594415525585
"PWY-5971: palmitate biosynthesis (type II fatty acid synthase)",172.884485476463,-0.972121624132529,2.88567886245971,-0.336877965451744,0.736208896452393,0.996594415525585
"FAO-PWY: fatty acid &beta;-oxidation I",349.549826726952,0.762028859945845,2.26960476685063,0.335753991653471,0.737056387351765,0.996594415525585
"PWY-7539: 6-hydroxymethyl-dihydropterin diphosphate biosynthesis III (Chlamydia)",1759.49529262637,-0.754710599521127,2.24858833304936,-0.335637514625742,0.737144230858096,0.996594415525585
"PWY0-162: superpathway of pyrimidine ribonucleotides de novo biosynthesis",6663.67098527607,-0.453087168355609,1.35203247028024,-0.335115596936585,0.737537887795218,0.996594415525585
"P108-PWY: pyruvate fermentation to propanoate I",918.218129032559,-0.447442581955537,1.3352510134828,-0.335099975538271,0.737549671312263,0.996594415525585
"PWY-6897: thiamin salvage II",4046.7023440057,0.499581072526151,1.49731105901991,0.333652162332361,0.738642051720925,0.996594415525585
"TRNA-CHARGING-PWY: tRNA charging",49589.3104183986,-0.0290518099869,0.087392929014354,-0.332427466553139,0.739566501365343,0.996594415525585
"GLUCOSE1PMETAB-PWY: glucose and glucose-1-phosphate degradation",81.9259693762696,0.896902088516334,2.7137350154776,0.330504667331525,0.741018666567736,0.996594415525585
"PWY-6936: seleno-amino acid biosynthesis",4948.82549268528,-0.504986327962973,1.53755462122405,-0.32843472419923,0.742582991663981,0.996594415525585
"PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II",44930.4642044049,-0.0240846445695756,0.07440218153869,-0.323708849276836,0.746158470556878,0.996594415525585
"PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis",44930.4642044049,-0.0240846445695756,0.07440218153869,-0.323708849276836,0.746158470556878,0.996594415525585
"PWY0-1261: anhydromuropeptides recycling",2469.26646017614,0.779099198818995,2.41689669008429,0.322355192927929,0.747183624790983,0.996594415525585
"SO4ASSIM-PWY: sulfate reduction I (assimilatory)",214.446672690633,0.833040609847427,2.59051681179396,0.321573133999674,0.747776099541397,0.996594415525585
"PWY-7383: anaerobic energy metabolism (invertebrates, cytosol)",4751.00981711879,-0.395754097222324,1.23154270670853,-0.321348252940437,0.747946493267243,0.996594415525585
"PWY-7316: dTDP-N-acetylviosamine biosynthesis",336.091202737744,-0.834484945906538,2.62992162312743,-0.317304112247342,0.751012857347593,0.996594415525585
"PWY-7242: D-fructuronate degradation",3049.16937085892,0.209562210099834,0.679265766928747,0.308512838866229,0.757692132380015,0.996594415525585
"PWY-5973: cis-vaccenate biosynthesis",25982.1280259686,-0.0620855323599611,0.204317519670742,-0.30386788396811,0.761228546404842,0.996594415525585
"PWY-1861: formaldehyde assimilation II (RuMP Cycle)",250.263030218908,0.846674311644109,2.83510134059627,0.298639875591198,0.765214836748158,0.996594415525585
"PENTOSE-P-PWY: pentose phosphate pathway",4699.56092732901,0.28192013543096,0.956874826521272,0.294625929763335,0.76827965187515,0.996594415525585
"GLUDEG-I-PWY: GABA shunt",366.492698177725,-0.722435983919065,2.47039572823123,-0.292437351499275,0.769952253362927,0.996594415525585
"GLUTORN-PWY: L-ornithine biosynthesis",18128.6017522807,0.427219089088845,1.50931935594332,0.283054137884447,0.777135337116424,0.996594415525585
"PWY-2942: L-lysine biosynthesis III",35828.3314784599,-0.0319052877739285,0.113374925728564,-0.281413968467018,0.778392905564801,0.996594415525585
"GALACTUROCAT-PWY: D-galacturonate degradation I",2501.69572198335,0.241774110637316,0.859413408441282,0.281324573555144,0.778461464111744,0.996594415525585
"PWY-6143: CMP-pseudaminate biosynthesis",857.981267769181,0.651761862026466,2.34390292530881,0.278066917784402,0.78096099040863,0.996594415525585
"GLUCUROCAT-PWY: superpathway of &beta;-D-glucuronide and D-glucuronate degradation",1742.27268804697,0.426754166328931,1.54422143794333,0.276355550987107,0.782274992942437,0.996594415525585
"PWY-5676: acetyl-CoA fermentation to butanoate II",431.548425194699,0.55172644753792,2.01374788912673,0.273979901117204,0.784100067465518,0.996594415525585
"PWY-6317: galactose degradation I (Leloir pathway)",14514.8524632889,0.415561394250952,1.52010651075367,0.273376497838244,0.784563816956234,0.996594415525585
"PWY4LZ-257: superpathway of fermentation (Chlamydomonas reinhardtii)",405.602587888204,0.534246699705014,1.97893745510239,0.269966439984012,0.787186072291017,0.996594415525585
"PWY0-1479: tRNA processing",287.326307062914,-0.637941515487466,2.42111143143704,-0.26349118310049,0.792172018392564,0.996594415525585
"PWY-5022: 4-aminobutanoate degradation V",323.455470627022,-0.638307902194692,2.45848189506401,-0.259634981846418,0.79514534981405,0.996594415525585
"PWY-5097: L-lysine biosynthesis VI",37430.1420873691,0.0273780564420122,0.106867726732572,0.256186383664018,0.797806922142737,0.996594415525585
"PWY-6121: 5-aminoimidazole ribonucleotide biosynthesis I",41724.7520781177,0.0216092059370837,0.0862279480118471,0.250605591752163,0.802119058068064,0.996594415525585
"PWY-6703: preQ0 biosynthesis",19299.9207995185,-0.0736243339642627,0.29809085094855,-0.246986224937746,0.804918884791294,0.996594415525585
"PWY-6737: starch degradation V",23913.9615456686,0.393543823605929,1.59620377852051,0.246549863433288,0.805256609956679,0.996594415525585
"RIBOSYN2-PWY: flavin biosynthesis I (bacteria and plants)",15449.251811833,0.233406266768652,0.965400951564053,0.241771324536721,0.808957359522223,0.996594415525585
"PWY0-1241: ADP-L-glycero-&beta;-D-manno-heptose biosynthesis",8307.19715126497,-0.246608657038953,1.05818206796362,-0.2330493631531,0.815723074627008,0.996594415525585
"FUCCAT-PWY: fucose degradation",1097.37259441683,-0.284167253788742,1.23717266485266,-0.229690860347764,0.818331997435908,0.996594415525585
"ANAEROFRUCAT-PWY: homolactic fermentation",14702.9740849672,-0.106472880709994,0.473205347506877,-0.225003545016885,0.821976516447618,0.996594415525585
"P42-PWY: incomplete reductive TCA cycle",227.180750272425,0.489955674294573,2.20750715093753,0.221949756351407,0.824352996389018,0.996594415525585
"PWY-6749: CMP-legionaminate biosynthesis I",457.228975243645,0.54266813305046,2.46116969414534,0.220491961339101,0.825488032263063,0.996594415525585
"PWY-5188: tetrapyrrole biosynthesis I (from glutamate)",16925.6657231974,-0.0663542616450513,0.301514111768957,-0.220070169372029,0.825816506690978,0.996594415525585
"PWY-7761: NAD salvage pathway II (PNC IV cycle)",371.639557603439,0.530166983179547,2.42884063478858,0.218279855658663,0.827211068904413,0.996594415525585
"PWY-4981: L-proline biosynthesis II (from arginine)",5046.7941171024,0.328145223539687,1.51507696111181,0.216586504819455,0.828530603704857,0.996594415525585
"PWY-5484: glycolysis II (from fructose 6-phosphate)",25236.5014704893,0.0401513988075587,0.185979304694502,0.215891756738811,0.829072122758879,0.996594415525585
"GALACT-GLUCUROCAT-PWY: superpathway of hexuronide and hexuronate degradation",1887.36665267689,0.328047294694745,1.54986153215107,0.211662324594536,0.832370482720855,0.996594415525585
"PWY-7560: methylerythritol phosphate pathway II",3546.52463239184,0.483443542451996,2.32766026919287,0.207695061367195,0.83546707405482,0.996594415525585
"PWY-7400: L-arginine biosynthesis IV (archaebacteria)",25733.9657673843,0.331438185330248,1.60080879218419,0.207044205996661,0.835975335006667,0.996594415525585
"HEME-BIOSYNTHESIS-II: heme biosynthesis I (aerobic)",71.7741320277426,0.592690521936162,2.8860596330543,0.205363227823855,0.837288347903756,0.996594415525585
"METH-ACETATE-PWY: methanogenesis from acetate",2837.66009026577,0.24084286331349,1.18889272763213,0.202577455236999,0.839465312745487,0.996594415525585
"ARG+POLYAMINE-SYN: superpathway of arginine and polyamine biosynthesis",307.442743359617,0.525163881441037,2.62271710601698,0.200236571544914,0.841295566351995,0.996594415525585
"PWY-7234: inosine-5'-phosphate biosynthesis III",11026.9242270392,-0.103530947049364,0.517290788223857,-0.200140712740783,0.841370533292213,0.996594415525585
"PWY-6270: isoprene biosynthesis I",3844.70145855481,0.46720129723393,2.33719161563504,0.199898585168844,0.841559896983604,0.996594415525585
"PWY66-422: D-galactose degradation V (Leloir pathway)",15446.9294844503,0.301205048114216,1.51695160642106,0.198559431190325,0.842607390865376,0.996594415525585
"BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched amino acid biosynthesis",24146.443307814,0.313660254598055,1.59553617088652,0.196586113383927,0.844151438469914,0.996594415525585
"POLYAMSYN-PWY: superpathway of polyamine biosynthesis I",218.54480896434,0.402488684927184,2.07211738938794,0.194240291109217,0.845987735862565,0.996594415525585
"PWY-5913: partial TCA cycle (obligate autotrophs)",327.783717935851,-0.498621519116824,2.60580924098226,-0.191349969627427,0.848251414184684,0.996594415525585
"PWY-7237: myo-, chiro- and scyllo-inositol degradation",8304.76625801058,-0.479786010633978,2.51087455499102,-0.191083226232979,0.848460389027963,0.996594415525585
"PWY-7323: superpathway of GDP-mannose-derived O-antigen building blocks biosynthesis",2199.95611670078,-0.22035193770276,1.16969148470069,-0.188384664319537,0.850575120574987,0.996594415525585
