Species,Abundance,OverallMean,Young.Mean,Old.Mean,Fold.Difference,p_Unadjusted,FDR,HigherIn
Prevotella.sp.CAG.1320,0.0048969696969697,36.7272727272727,54.1818181818182,19.2727272727273,0.95049504950495,0.00577537262346971,0.159933395726854,Young
Prevotella.maculosa,0.00431515151515151,32.3636363636364,47.5454545454545,17.1818181818182,0.938202247191011,0.00768830802151007,0.179371003774972,Young
Bacteroides.sp.CF01.10NS,0.00156363636363636,11.7272727272727,17.1818181818182,6.27272727272727,0.930232558139535,0.0293104515486218,0.28792731245541,Young
Bacteroidales.bacterium.H3,0.124612121212121,934.590909090909,1361.27272727273,507.909090909091,0.913087884830504,0.00104049717052813,0.0651441706765438,Young
Bacteroidales.bacterium.H9,0.00307272727272727,23.0454545454545,33.2727272727273,12.8181818181818,0.887573964497041,0.0276465033283906,0.281251627383256,Young
Erysipelatoclostridium.ramosum,0.00365454545454545,27.4090909090909,39.5454545454545,15.2727272727273,0.885572139303483,0.030145757162014,0.28792731245541,Young
Prevotella.sp.CAG.1092,0.00400606060606061,30.0454545454545,43.2727272727273,16.8181818181818,0.880484114977307,0.0102659778226088,0.197381597963531,Young
Bacteroides.sp.43.108,0.00818181818181818,61.3636363636364,87.6363636363636,35.0909090909091,0.856296296296296,0.00523283225333298,0.147750557741166,Young
Parabacteroides.sp.SN4,0.00663636363636364,49.7727272727273,70.9090909090909,28.6363636363636,0.849315068493151,0.000808519949105406,0.0620055342803354,Young
Parabacteroides.johnsonii,0.0113757575757576,85.3181818181818,121.363636363636,49.2727272727273,0.84496537027171,0.0255330586839683,0.281251627383256,Young
Bacteroides.faecis,0.00322424242424242,24.1818181818182,34.3636363636364,14,0.842105263157895,0.0414428055136328,0.314623047069828,Young
Prevotella.marshii,0.00357575757575758,26.8181818181818,37.8181818181818,15.8181818181818,0.820338983050848,0.0354603195964706,0.295593823906353,Young
Bacteroidales.bacterium.M14,0.685048484848485,5137.86363636364,7240.54545454545,3035.18181818182,0.818504330593721,0.0103822905680491,0.197381597963531,Young
Prevotella.sp.CAG.520,0.00618787878787879,46.4090909090909,65.0909090909091,27.7272727272727,0.805093046033301,0.00772291821808908,0.179371003774972,Young
Prevotella.denticola,0.00548484848484848,41.1363636363636,57.4545454545455,24.8181818181818,0.793370165745857,0.00305188977971494,0.104636221018798,Young
uncultured.Prevotella.sp.,0.0965454545454545,724.090909090909,1007,441.181818181818,0.781418706842436,0.012837523673437,0.220071834401777,Young
Prevotella.intermedia,0.0114,85.5,118.727272727273,52.2727272727273,0.777246145667198,0.0301923779033104,0.28792731245541,Young
Prevotella.brevis,0.005,37.5,51.6363636363636,23.3636363636364,0.753939393939394,0.0374502459960049,0.303289793473978,Young
Prevotella.shahii,0.00413333333333333,31,42.3636363636364,19.6363636363636,0.733137829912024,0.0382143796966688,0.303289793473978,Young
Ignavibacteriales.bacterium.CG.4.9.14.3.um.filter.34.10,0.00158787878787879,11.9090909090909,16.2727272727273,7.54545454545455,0.732824427480916,0.0383238658407278,0.303289793473978,Young
Prevotella.sp.CAG.474,0.00693333333333333,52,70.9090909090909,33.0909090909091,0.727272727272727,0.0326857150954394,0.293225555804349,Young
Prevotella.sp.Marseille.P4334,0.00193939393939394,14.5454545454545,19.8181818181818,9.27272727272727,0.725,0.0229389061254333,0.268504746027966,Young
Prevotella.sp.Marseille.P4119,0.00580606060606061,43.5454545454545,59.2727272727273,27.8181818181818,0.722338204592902,0.0276025217801966,0.281251627383256,Young
Fusobacterium.periodonticum,0.00163030303030303,12.2272727272727,16.6363636363636,7.81818181818182,0.721189591078067,0.0239295382663372,0.271327048059257,Young
Prevotella.sp.ne3005,0.00138787878787879,10.4090909090909,14.0909090909091,6.72727272727273,0.707423580786026,0.0352525532980502,0.295593823906353,Young
Prevotella.colorans,0.00435151515151515,32.6363636363636,43.7272727272727,21.5454545454545,0.67966573816156,0.000906784212464808,0.0620055342803354,Young
Paucibacter.toxinivorans,0.00488484848484848,36.6363636363636,49,24.2727272727273,0.674937965260546,0.0449578708092719,0.319289398008496,Young
Bacteroidales.bacterium.KA00344,0.0030969696969697,23.2272727272727,31,15.4545454545455,0.669275929549902,0.0020032722988301,0.0825184709652659,Young
Rubellimicrobium.thermophilum,0.00987878787878788,74.0909090909091,98.6363636363636,49.5454545454545,0.662576687116564,0.0415581274427328,0.314623047069828,Young
Bacteroidales.bacterium.H8,0.00187272727272727,14.0454545454545,18.6363636363636,9.45454545454546,0.653721682847896,0.000947306773727347,0.0620055342803354,Young
Bacteroidales.bacterium.43.8,0.0010969696969697,8.22727272727273,10.9090909090909,5.54545454545455,0.651933701657458,0.0476357755421708,0.319289398008496,Young
Prevotella.timonensis,0.00316363636363636,23.7272727272727,31.4545454545455,16,0.651340996168582,0.00465487963716188,0.136426364380257,Young
Bacteroides.sp.CAG.530,0.00940606060606061,70.5454545454545,93.3636363636364,47.7272727272727,0.646907216494845,0.0335964345252271,0.295593823906353,Young
Prevotella.baroniae,0.00493939393939394,37.0454545454545,48.9090909090909,25.1818181818182,0.640490797546012,0.0021662670410275,0.0843087713264756,Young
Mangrovibacterium.marinum,0.00312727272727273,23.4545454545455,30.9090909090909,16,0.635658914728682,0.0352525532980502,0.295593823906353,Young
Prevotella.sp.CAG.924,0.00458181818181818,34.3636363636364,45.2727272727273,23.4545454545455,0.634920634920635,0.00858671058884967,0.190228665352977,Young
Prevotella.ruminicola,0.00473939393939394,35.5454545454545,46.7272727272727,24.3636363636364,0.629156010230179,0.010330725487796,0.197381597963531,Young
Paeniclostridium.sordellii,0.00249090909090909,18.6818181818182,24.5454545454545,12.8181818181818,0.627737226277372,0.0381049739281452,0.303289793473978,Young
Prevotella.stercorea,0.00451515151515152,33.8636363636364,44.4545454545455,23.2727272727273,0.625503355704698,0.0113749924674267,0.208613517480559,Young
Prevotella.pallens,0.00303030303030303,22.7272727272727,29.8181818181818,15.6363636363636,0.624,0.0011228566905342,0.0673714014320518,Young
Lihuaxuella.thermophila,0.000878787878787879,6.59090909090909,8.63636363636364,4.54545454545455,0.620689655172414,0.0193401534898129,0.255502945186518,Young
Prevotella.ihumii,0.00276969696969697,20.7727272727273,27.1818181818182,14.3636363636364,0.617067833698031,0.0448972312360394,0.319289398008496,Young
Bacteroidales.bacterium.H10,0.126145454545455,946.090909090909,1232.18181818182,660,0.604785240703373,0.00185985325304211,0.0825184709652659,Young
Prevotella.saccharolytica,0.00366666666666667,27.5,35.5454545454545,19.4545454545455,0.585123966942149,0.0447760047904836,0.319289398008496,Young
Prevotella.multisaccharivorax,0.00404242424242424,30.3181818181818,39.1818181818182,21.4545454545455,0.584707646176912,0.0381596667445676,0.303289793473978,Young
Prevotella.stercorea.CAG.629,0.00166060606060606,12.4545454545455,16.0909090909091,8.81818181818182,0.583941605839416,0.0448972312360394,0.319289398008496,Young
Prevotella.bergensis,0.00505454545454545,37.9090909090909,48.7272727272727,27.0909090909091,0.570743405275779,0.00945266093050243,0.197381597963531,Young
Bacteroides.clarus,0.0432424242424242,324.318181818182,416.181818181818,232.454545454545,0.566503153468816,0.000441295955022204,0.0423644116821316,Young
Bacteroidales.bacterium.KHT7,0.0016969696969697,12.7272727272727,16.2727272727273,9.18181818181818,0.557142857142857,0.0373958187692623,0.303289793473978,Young
Prevotellaceae.bacterium,0.00173939393939394,13.0454545454545,16.6363636363636,9.45454545454546,0.550522648083624,0.0124365868680033,0.218398598657619,Young
Cronobacter.dublinensis,0.0261878787878788,196.409090909091,250,142.818181818182,0.545707012265679,0.0197129890864189,0.255736074634624,Young
Bacteroidales.bacterium.M3,0.0403636363636364,302.727272727273,384.636363636364,220.818181818182,0.541141141141141,0.00251572461151732,0.0905660860146235,Young
Bacteroides.coprocola,0.00189090909090909,14.1818181818182,18,10.3636363636364,0.538461538461538,0.0478896613283711,0.319289398008496,Young
uncultured.Prevotellaceae.bacterium,0.262733333333333,1970.5,2500.09090909091,1440.90909090909,0.53751931904685,0.00663423264042459,0.164711982796748,Young
Porphyromonas.cangingivalis,0.00160606060606061,12.0454545454545,15.2727272727273,8.81818181818182,0.535849056603774,0.00191032329016429,0.0825184709652659,Young
Porphyromonas.gulae,0.0024,18,22.8181818181818,13.1818181818182,0.535353535353535,0.0232116274113577,0.268504746027966,Young
Colletotrichum.lindemuthianum,0.00215151515151515,16.1363636363636,20.4545454545455,11.8181818181818,0.535211267605634,0.0100729204155851,0.197381597963531,Young
Prevotella.melaninogenica,0.00272727272727273,20.4545454545455,25.9090909090909,15,0.533333333333333,0.0482709848380219,0.319289398008496,Young
Clostridium.sp.,0.0017030303030303,12.7727272727273,16.0909090909091,9.45454545454546,0.519572953736655,0.0230946032990731,0.268504746027966,Young
Opitutaceae.bacterium.TSB47,0.00175757575757576,13.1818181818182,16.5454545454545,9.81818181818182,0.510344827586207,0.00981828984526768,0.197381597963531,Young
Prevotella.multiformis,0.003,22.5,28.1818181818182,16.8181818181818,0.505050505050505,0.0483345959055752,0.319289398008496,Young
Bacteroidales.bacterium.M2,0.203193939393939,1523.95454545455,1899.36363636364,1148.54545454545,0.492677543472425,0.0083296476485331,0.190228665352977,Young
Prevotella.histicola,0.00256969696969697,19.2727272727273,23.9090909090909,14.6363636363636,0.481132075471698,0.044291808157894,0.319289398008496,Young
Bacteroides.sartorii,0.220812121212121,1656.09090909091,2052,1260.18181818182,0.478124828456936,0.00185985325304211,0.0825184709652659,Young
Dysgonomonas.sp.HGC4,0.00192121212121212,14.4090909090909,17.8181818181818,11,0.473186119873817,0.0135597744795948,0.222841873525708,Young
Prevotella.disiens,0.00285454545454545,21.4090909090909,26.4545454545455,16.3636363636364,0.471337579617834,0.0325380817459208,0.293225555804349,Young
Parabacteroides.goldsteinii,0.0376787878787879,282.590909090909,348.727272727273,216.454545454545,0.468071417082194,0.0137728657942972,0.222841873525708,Young
Bacteroidales.bacterium.H5,0.0403090909090909,302.318181818182,370.454545454545,234.181818181818,0.450759284318148,0.00318102949681897,0.106527499428356,Young
Bacteroides.massiliensis,0.00230909090909091,17.3181818181818,21.1818181818182,13.4545454545455,0.446194225721785,0.00760213479543015,0.179371003774972,Young
Bacteroidales.bacterium.GP2,0.00244242424242424,18.3181818181818,22.3636363636364,14.2727272727273,0.441687344913151,0.0102875384654519,0.197381597963531,Young
Prevotella.micans,0.00265454545454545,19.9090909090909,24,15.8181818181818,0.410958904109589,0.0481438115074596,0.319289398008496,Young
Bacteroides.sp.Marseille.P3684,0.00308484848484848,23.1363636363636,27.8181818181818,18.4545454545455,0.404715127701375,0.0353044633548785,0.295593823906353,Young
Clostridium.beijerinckii,0.00546666666666667,41,49,33,0.390243902439024,0.0449578708092719,0.319289398008496,Young
Butyricimonas.synergistica,0.0274484848484848,205.863636363636,245.363636363636,166.363636363636,0.38374917200265,0.000552852720035383,0.0468298774618206,Young
Clostridium.perfringens,0.00484848484848485,36.3636363636364,43.2727272727273,29.4545454545455,0.38,0.0385430779206514,0.303289793473978,Young
Acetobacteroides.hydrogenigenes,0.00158181818181818,11.8636363636364,14.0909090909091,9.63636363636364,0.375478927203065,0.0482709848380219,0.319289398008496,Young
Candidatus.Homeothermus.arabinoxylanisolvens,0.107072727272727,803.045454545455,952,654.090909090909,0.370974132563537,0.0192307692307692,0.255502945186518,Young
Phocaeicola.abscessus,0.00167878787878788,12.5909090909091,14.8181818181818,10.3636363636364,0.353790613718412,0.0379410167117256,0.303289793473978,Young
Bacteroidales.bacterium.H1,0.00962424242424242,72.1818181818182,84.9090909090909,59.4545454545455,0.35264483627204,0.00639831940592906,0.164711982796748,Young
Petrimonas.mucosa,0.00251515151515152,18.8636363636364,22.1818181818182,15.5454545454545,0.351807228915663,0.029912990320776,0.28792731245541,Young
Dysgonomonas.alginatilytica,0.00215757575757576,16.1818181818182,18.9090909090909,13.4545454545455,0.337078651685393,0.0352525532980502,0.295593823906353,Young
Bacteroides.sp.CAG.770,0.00184848484848485,13.8636363636364,16.1818181818182,11.5454545454545,0.334426229508197,0.016024379490655,0.237887695531373,Young
Coprobacter.sp.,0.00276363636363636,20.7272727272727,24.1818181818182,17.2727272727273,0.333333333333333,0.00417632903178163,0.126904571708005,Young
Paraprevotella.xylaniphila,0.0044,33,38.1818181818182,27.8181818181818,0.31404958677686,0.0232506831354392,0.268504746027966,Young
Polynucleobacter.necessarius,0.0018969696969697,14.2272727272727,16.4545454545455,12,0.313099041533546,0.031558940564836,0.293225555804349,Young
Bacteroidales.bacterium.GP4,0.169351515151515,1270.13636363636,1468.81818181818,1071.45454545455,0.312851161292631,0.0233077036482609,0.268504746027966,Young
Rhizobium.leguminosarum,0.00624242424242424,46.8181818181818,53.9090909090909,39.7272727272727,0.302912621359223,0.0327349697742347,0.293225555804349,Young
Bacteroidales.bacterium.GP1,0.0128424242424242,96.3181818181818,110.727272727273,81.9090909090909,0.299197734780557,0.0192307692307692,0.255502945186518,Young
Prevotella.sp.AM23.5,0.00122424242424242,9.18181818181818,10.4545454545455,7.90909090909091,0.277227722772277,0.047382157063594,0.319289398008496,Young
Bacteroidales.bacterium.GP3,0.0104121212121212,78.0909090909091,88.6363636363636,67.5454545454545,0.270081490104773,0.02769050790606,0.281251627383256,Young
Cronobacter.sakazakii,0.0140666666666667,105.5,119.636363636364,91.3636363636364,0.267987936234382,0.0197129890864189,0.255736074634624,Young
Bacteroides.ilei,0.00693333333333333,52,58.7272727272727,45.2727272727273,0.258741258741259,0.0136661342689567,0.222841873525708,Young
Bacteroides.dorei,0.0145030303030303,108.772727272727,122.090909090909,95.4545454545455,0.244880902632679,0.0487803246957424,0.319289398008496,Young
uncultured.Bacteroidales.bacterium,0.0935090909090909,701.318181818182,765.727272727273,636.909090909091,0.183680082960659,0.0327842461697917,0.293225555804349,Young
Staphylococcus.aureus,0.00386060606060606,28.9545454545455,24.7272727272727,33.1818181818182,-0.291993720565149,0.0110291376826294,0.206259198220601,Old
Chloroflexi.bacterium,0.00576363636363636,43.2272727272727,36.8181818181818,49.6363636363636,-0.296529968454259,0.00277170284409196,0.0973476120851812,Old
Pedobacter.sp.,0.00540606060606061,40.5454545454545,33.6363636363636,47.4545454545455,-0.340807174887892,0.00696805957847747,0.170067894796738,Old
Coriobacterium.glomerans,0.00198787878787879,14.9090909090909,12.3636363636364,17.4545454545455,-0.341463414634146,0.019092808914051,0.255502945186518,Old
Stenotrophomonas.maltophilia,0.00226666666666667,17,13.8181818181818,20.1818181818182,-0.374331550802139,0.0482709848380219,0.319289398008496,Old
Dorea.sp.CAG.317,0.0357030303030303,267.772727272727,212.545454545455,323,-0.412493634357495,0.0473071819821046,0.319289398008496,Old
Bacteroides.sp.CAG.598,0.00217575757575758,16.3181818181818,12.8181818181818,19.8181818181818,-0.428969359331476,0.0294491557821733,0.28792731245541,Old
Lachnospiraceae.bacterium.2.1.46FAA,0.0109393939393939,82.0454545454545,64.0909090909091,100,-0.437673130193906,0.0417312513821786,0.314623047069828,Old
Mordavella.sp.Marseille.P3756,0.0479272727272727,359.454545454545,278.909090909091,440,-0.448153768335862,0.0451398944038221,0.319289398008496,Old
Dorea.longicatena,0.0463151515151515,347.363636363636,267.090909090909,427.636363636364,-0.462182674692489,0.0473071819821046,0.319289398008496,Old
Clostridium.scindens,0.0125030303030303,93.7727272727273,71,116.545454545455,-0.485700436257877,0.0383238658407278,0.303289793473978,Old
Firmicutes.bacterium.CAG.882,0.011030303030303,82.7272727272727,62.6363636363636,102.818181818182,-0.485714285714286,0.0163573406919793,0.237924955519699,Old
Dielma.fastidiosa,0.00528484848484848,39.6363636363636,29.8181818181818,49.4545454545455,-0.495412844036697,0.0450792024370037,0.319289398008496,Old
Bifidobacterium.adolescentis,0.00216363636363636,16.2272727272727,12.0909090909091,20.3636363636364,-0.509803921568627,0.0276025217801966,0.281251627383256,Old
Clostridium.sp.AF15.17LB,0.0257939393939394,193.454545454545,144,242.909090909091,-0.511278195488722,0.0150866781259367,0.234732529351627,Old
Ruminococcus.sp.AF18.22,0.00591515151515151,44.3636363636364,32.5454545454545,56.1818181818182,-0.532786885245902,0.0327349697742347,0.293225555804349,Old
Sphaerochaeta.globosa,0.00180606060606061,13.5454545454545,9.90909090909091,17.1818181818182,-0.536912751677853,0.0413275592094619,0.314623047069828,Old
Bacteroides.sp.AF34.31BH,0.0048969696969697,36.7272727272727,26.4545454545455,47,-0.559405940594059,0.0487166011122354,0.319289398008496,Old
Enterococcus.faecalis,0.0535636363636364,401.727272727273,288.181818181818,515.272727272727,-0.565286263860602,0.0399755043717892,0.31218255328972,Old
Butyrivibrio.sp.NC3005,0.0050969696969697,38.2272727272727,27.3636363636364,49.0909090909091,-0.568370986920333,0.0383786389492135,0.303289793473978,Old
Bacteroidales.bacterium.M13,1.51961212121212,11397.0909090909,8133.81818181818,14660.3636363636,-0.572650118052453,0.0473071819821046,0.319289398008496,Old
Dorea.sp.5.2,1.56346060606061,11725.9545454545,8327.90909090909,15124,-0.579576774133527,0.0192307692307692,0.255502945186518,Old
Lachnospiraceae.bacterium.G41,0.00537575757575758,40.3181818181818,28.4545454545455,52.1818181818182,-0.588500563697858,0.0327349697742347,0.293225555804349,Old
Bacillus.alkalitelluris,0.0016969696969697,12.7272727272727,8.90909090909091,16.5454545454545,-0.6,0.0270328733656898,0.281251627383256,Old
Ruminococcaceae.bacterium.AB4001,0.00159393939393939,11.9545454545455,8.36363636363636,15.5454545454545,-0.600760456273764,0.0404083527608743,0.312838860084188,Old
Faecalicatena.orotica,0.00761212121212121,57.0909090909091,39.9090909090909,74.2727272727273,-0.601910828025478,0.0180491603524075,0.254811675563399,Old
Chryseobacterium.shandongense,0.00175757575757576,13.1818181818182,9.18181818181818,17.1818181818182,-0.606896551724138,0.022900041858219,0.268504746027966,Old
Lachnospiraceae.bacterium.AC3007,0.00692727272727273,51.9545454545455,36.1818181818182,67.7272727272727,-0.607174103237096,0.030145757162014,0.28792731245541,Old
Holdemanella.biformis,0.00386060606060606,28.9545454545455,20,37.9090909090909,-0.618524332810047,0.00172342818015268,0.0825184709652659,Old
Enterorhabdus.mucosicola,0.3738,2803.5,1928.63636363636,3678.36363636364,-0.624122444347163,0.0233077036482609,0.268504746027966,Old
Clostridium.sp.ASF502,2.25431515151515,16907.3636363636,11542.5454545455,22272.1818181818,-0.63461321317769,0.0157690606607015,0.236535909910523,Old
Clostridiales.bacterium.GWC2.40.7,0.000781818181818182,5.86363636363636,4,7.72727272727273,-0.635658914728682,0.0237429683240783,0.271327048059257,Old
Blautia.producta,0.0360181818181818,270.136363636364,183.090909090909,357.181818181818,-0.644455662123507,0.012837523673437,0.220071834401777,Old
Bacteroides.uniformis,0.215575757575758,1616.81818181818,1095.09090909091,2138.54545454545,-0.645375316277762,0.00185985325304211,0.0825184709652659,Old
Bacteroides.helcogenes,0.00837575757575758,62.8181818181818,42.4545454545455,83.1818181818182,-0.648335745296672,0.00473702654098115,0.136426364380257,Old
Bacteroides.sp.OM08.11,0.00712727272727273,53.4545454545455,36.0909090909091,70.8181818181818,-0.649659863945578,0.0149725480488456,0.234732529351627,Old
Clostridium.sp.BNL1100,0.00335757575757576,25.1818181818182,16.9090909090909,33.4545454545455,-0.657039711191336,0.0415004570465488,0.314623047069828,Old
Blautia.hydrogenotrophica,0.00570909090909091,42.8181818181818,28.7272727272727,56.9090909090909,-0.658174097664543,0.0277345354780711,0.281251627383256,Old
Bacteroides.sp.CAG.144,0.0017030303030303,12.7727272727273,8.45454545454546,17.0909090909091,-0.676156583629893,0.0162359290260653,0.237924955519699,Old
Butyrivibrio.sp.WCD3002,0.0046,34.5,22.3636363636364,46.6363636363636,-0.703557312252964,0.0486528934682955,0.319289398008496,Old
Lactobacillus.johnsonii,9.71954545454545,72896.5909090909,47142.5454545455,98650.6363636364,-0.706591217322172,0.0473071819821046,0.319289398008496,Old
Neolentinus.lepideus,0.00231515151515151,17.3636363636364,11.1818181818182,23.5454545454545,-0.712041884816754,0.0295880667037093,0.28792731245541,Old
Firmicutes.bacterium.CAG.41,0.0069030303030303,51.7727272727273,32.8181818181818,70.7272727272727,-0.732221246707638,0.0310727483651789,0.293225555804349,Old
Xylaria.hypoxylon,0.000539393939393939,4.04545454545455,2.54545454545455,5.54545454545455,-0.741573033707865,0.0324817859018578,0.293225555804349,Old
Bacteroides.sp.AF29.11,0.00300606060606061,22.5454545454545,14.0909090909091,31,-0.75,0.0213251090581262,0.267948741102845,Old
Staphylococcus.xylosus,0.00208484848484848,15.6363636363636,9.72727272727273,21.5454545454545,-0.755813953488372,0.0213986841852967,0.267948741102845,Old
Clostridium.sp.AF02.29,0.00224848484848485,16.8636363636364,10.4545454545455,23.2727272727273,-0.76010781671159,0.0447154180061933,0.319289398008496,Old
Firmicutes.bacterium.CAG.227,0.00218787878787879,16.4090909090909,10.0909090909091,22.7272727272727,-0.770083102493075,0.0299594986504497,0.28792731245541,Old
Butyrivibrio.sp.XPD2002,0.00148484848484848,11.1363636363636,6.81818181818182,15.4545454545455,-0.775510204081633,0.0232116274113577,0.268504746027966,Old
Romboutsia.timonensis,0.00103636363636364,7.77272727272727,4.72727272727273,10.8181818181818,-0.783625730994152,0.0339617581613702,0.295593823906353,Old
Lachnospiraceae.bacterium.CAG.364,0.00191515151515152,14.3636363636364,8.72727272727273,20,-0.784810126582279,0.0177571823658983,0.254811675563399,Old
Turicibacter.sp.H121,0.00597575757575758,44.8181818181818,26.8181818181818,62.8181818181818,-0.803245436105477,0.02852841386344,0.287279132610864,Old
Khelaifiella.massiliensis,0.0010969696969697,8.22727272727273,4.90909090909091,11.5454545454545,-0.806629834254144,0.0189219304784194,0.255502945186518,Old
Firmicutes.bacterium.AF36.3BH,0.00292727272727273,21.9545454545455,13,30.9090909090909,-0.815734989648033,0.0188878281659043,0.255502945186518,Old
Desulfallas.gibsoniae,0.00102424242424242,7.68181818181818,4.54545454545455,10.8181818181818,-0.816568047337278,0.0270765523225671,0.281251627383256,Old
Clostridium.sp.CT4,0.00141818181818182,10.6363636363636,6.27272727272727,15,-0.82051282051282,0.0472554489800702,0.319289398008496,Old
uncultured.Faecalibacterium.sp.,0.00198181818181818,14.8636363636364,8.72727272727273,21,-0.825688073394495,0.0352006643202646,0.295593823906353,Old
Anaerospora.hongkongensis,0.0010969696969697,8.22727272727273,4.81818181818182,11.6363636363636,-0.828729281767956,0.0313641896325571,0.293225555804349,Old
Oribacterium.sp.NK2B42,0.00801818181818182,60.1363636363636,35.1818181818182,85.0909090909091,-0.829931972789116,0.0355123135665271,0.295593823906353,Old
Blautia.sp.AF19.13LB,0.00253333333333333,19,11.0909090909091,26.9090909090909,-0.832535885167464,0.0448366092151142,0.319289398008496,Old
Erysipelotrichaceae.bacterium.21.3,0.0017030303030303,12.7727272727273,7.45454545454545,18.0909090909091,-0.832740213523132,0.010222922338434,0.197381597963531,Old
Subdoligranulum.sp.AM23.21AC,0.0136121212121212,102.090909090909,57.5454545454545,146.636363636364,-0.872662511130899,0.0104173621147419,0.197381597963531,Old
Gardnerella.vaginalis,0.000909090909090909,6.81818181818182,3.81818181818182,9.81818181818182,-0.88,0.00994520694009538,0.197381597963531,Old
Clostridiales.bacterium.Firm.05,0.00096969696969697,7.27272727272727,4,10.5454545454545,-0.9,0.0229612656496453,0.268504746027966,Old
Enterococcus.termitis,0.00101818181818182,7.63636363636364,4.18181818181818,11.0909090909091,-0.904761904761905,0.0206672727222707,0.263640491487931,Old
Erysipelotrichaceae.bacterium.SG0102,0.000812121212121212,6.09090909090909,3.27272727272727,8.90909090909091,-0.925373134328358,0.00611780217627681,0.164711982796748,Old
Bacillus.sp.FJAT.45385,0.000272727272727273,2.04545454545455,1.09090909090909,3,-0.933333333333333,0.0478975145821058,0.319289398008496,Old
Ruminococcus.sp.CAG.563,0.00155151515151515,11.6363636363636,6.09090909090909,17.1818181818182,-0.953125,0.0119685207927687,0.215433374269837,Old
Serpentinicella.alkaliphila,0.00133333333333333,10,5.18181818181818,14.8181818181818,-0.963636363636364,0.0154858265891698,0.234732529351627,Old
