"feature","metadata","value","coef","stderr","pval","name","qval","N","N.not.zero"
"PWY.5022..4.aminobutanoate.degradation.V","Groups","Y",0.891640748925872,0.439911957295768,0.0562173019444029,"GroupsY",0.595658852368862,22,18
"PWY.5154..L.arginine.biosynthesis.III..via.N.acetyl.L.citrulline.","Groups","Y",-0.493938400409346,0.246767063385825,0.0590754817775976,"GroupsY",0.595658852368862,22,22
"PWY.7254..TCA.cycle.VII..acetate.producers.","Groups","Y",0.817693097892645,0.411676793517739,0.0608822583912925,"GroupsY",0.595658852368862,22,6
"RIBOSYN2.PWY..flavin.biosynthesis.I..bacteria.and.plants.","Groups","Y",-0.438020231632394,0.220185342393539,0.0605173262568012,"GroupsY",0.595658852368862,22,22
"SULFATE.CYS.PWY..superpathway.of.sulfate.assimilation.and.cysteine.biosynthesis","Groups","Y",-0.965413669986772,0.47438703847184,0.0553136114393377,"GroupsY",0.595658852368862,22,18
"PWY.5941..glycogen.degradation.II..eukaryotic.","Groups","Y",0.828894502779605,0.422148194650357,0.0636417671089798,"GroupsY",0.606271570880281,22,10
"PWY.5265..peptidoglycan.biosynthesis.II..staphylococci.","Groups","Y",-0.714270332477632,0.373388608590616,0.0701822384825786,"GroupsY",0.626048913160994,22,9
"PWY.7383..anaerobic.energy.metabolism..invertebrates..cytosol.","Groups","Y",0.552194677947712,0.289470464221415,0.0709060923745877,"GroupsY",0.626048913160994,22,22
"PWY.821..superpathway.of.sulfur.amino.acid.biosynthesis..Saccharomyces.cerevisiae.","Groups","Y",-0.91917634893965,0.479042787184465,0.0693982968436594,"GroupsY",0.626048913160994,22,13
"ARG.POLYAMINE.SYN..superpathway.of.arginine.and.polyamine.biosynthesis","Groups","Y",-0.844239315617117,0.492070427413869,0.101671113922697,"GroupsY",0.683976079279786,22,11
"CALVIN.PWY..Calvin.Benson.Bassham.cycle","Groups","Y",-0.352318489906977,0.198670700507565,0.0913954031650611,"GroupsY",0.683976079279786,22,22
"FERMENTATION.PWY..mixed.acid.fermentation","Groups","Y",-0.751697345613545,0.439951752447642,0.103001306400883,"GroupsY",0.683976079279786,22,22
"HISDEG.PWY..L.histidine.degradation.I","Groups","Y",-0.583604133224392,0.338132017648646,0.0997710830345787,"GroupsY",0.683976079279786,22,22
"PWY.4041...gamma..glutamyl.cycle","Groups","Y",-0.554781518316096,0.302824888843764,0.0818834049625891,"GroupsY",0.683976079279786,22,22
"PWY.5505..L.glutamate.and.L.glutamine.biosynthesis","Groups","Y",-0.410202545509228,0.233128656009615,0.0937724800466938,"GroupsY",0.683976079279786,22,22
"PWY.6121..5.aminoimidazole.ribonucleotide.biosynthesis.I","Groups","Y",0.134188597311912,0.076986108174975,0.0966846971726778,"GroupsY",0.683976079279786,22,22
"PWY.6549..L.glutamine.biosynthesis.III","Groups","Y",-0.748681053831897,0.425100311472304,0.0934890463303287,"GroupsY",0.683976079279786,22,22
"PWY.6595..superpathway.of.guanosine.nucleotides.degradation..plants.","Groups","Y",-0.998863348659584,0.58723229588257,0.104446416627333,"GroupsY",0.683976079279786,22,16
"PWY.6703..preQ0.biosynthesis","Groups","Y",-0.42793042343651,0.252635370544051,0.105808454253227,"GroupsY",0.683976079279786,22,22
"PWY.6749..CMP.legionaminate.biosynthesis.I","Groups","Y",-0.853822561266057,0.487957434658042,0.0954835448174342,"GroupsY",0.683976079279786,22,16
"PWY.7282..4.amino.2.methyl.5.phosphomethylpyrimidine.biosynthesis..yeast.","Groups","Y",0.415906397335111,0.236607744514408,0.0940799003005127,"GroupsY",0.683976079279786,22,3
"PWY.8131..5..deoxyadenosine.degradation.II","Groups","Y",0.544285068235529,0.308845515499068,0.0932924788400969,"GroupsY",0.683976079279786,22,3
"PWY0.1061..superpathway.of.L.alanine.biosynthesis","Groups","Y",-1.09061251711983,0.592284758943918,0.0804502611924422,"GroupsY",0.683976079279786,22,9
"PWY4LZ.257..superpathway.of.fermentation..Chlamydomonas.reinhardtii.","Groups","Y",-1.2075334260715,0.71275409878753,0.105747970555156,"GroupsY",0.683976079279786,22,13
"P42.PWY..incomplete.reductive.TCA.cycle","Groups","Y",-1.18949792703096,0.723476279265648,0.115774796509012,"GroupsY",0.735271514671271,22,18
"HEME.BIOSYNTHESIS.II..heme.biosynthesis.I..aerobic.","Groups","Y",1.52511019124464,0.94606237721831,0.122617854034594,"GroupsY",0.752333273907168,22,9
"PWY.5100..pyruvate.fermentation.to.acetate.and.lactate.II","Groups","Y",-0.680219596135341,0.421536523153461,0.12226734449311,"GroupsY",0.752333273907168,22,22
"COMPLETE.ARO.PWY..superpathway.of.aromatic.amino.acid.biosynthesis","Groups","Y",0.254550515665813,0.159898656967521,0.127078873126626,"GroupsY",0.756949182006276,22,22
"PWY.7221..guanosine.ribonucleotides.de.novo.biosynthesis","Groups","Y",-0.361303578523114,0.227311241454315,0.127638866615439,"GroupsY",0.756949182006276,22,22
"THRESYN.PWY..superpathway.of.L.threonine.biosynthesis","Groups","Y",0.216752812494132,0.137128535845359,0.129643230067373,"GroupsY",0.756949182006276,22,22
"P4.PWY..superpathway.of.L.lysine..L.threonine.and.L.methionine.biosynthesis.I","Groups","Y",-0.679877089892759,0.43511977319401,0.133854160734667,"GroupsY",0.757112596655462,22,8
"PWY0.781..aspartate.superpathway","Groups","Y",-0.670991679994117,0.428198011341452,0.132797941347501,"GroupsY",0.757112596655462,22,8
"P122.PWY..heterolactic.fermentation","Groups","Y",-0.807003333618036,0.520456836642727,0.136685761830081,"GroupsY",0.761234550499837,22,8
"ARO.PWY..chorismate.biosynthesis.I","Groups","Y",0.181110674432633,0.119434585414286,0.145065388466844,"GroupsY",0.763748793989468,22,22
"GLYCOLYSIS..glycolysis.I..from.glucose.6.phosphate.","Groups","Y",-0.367261281652697,0.241717744612538,0.144317995793879,"GroupsY",0.763748793989468,22,22
"HEMESYN2.PWY..heme.biosynthesis.II..anaerobic.","Groups","Y",-0.702994797120692,0.472667689843942,0.152534525312075,"GroupsY",0.763748793989468,22,5
"P161.PWY..acetylene.degradation","Groups","Y",-0.553975164180229,0.374311325476692,0.154458092133438,"GroupsY",0.763748793989468,22,5
"PWY.2942..L.lysine.biosynthesis.III","Groups","Y",-0.145551790161208,0.0987654603025253,0.156125444075195,"GroupsY",0.763748793989468,22,22
"PWY.6263..superpathway.of.menaquinol.8.biosynthesis.II","Groups","Y",-0.420983881323424,0.281160945368315,0.149930220059335,"GroupsY",0.763748793989468,22,5
"PWY.7199..pyrimidine.deoxyribonucleosides.salvage","Groups","Y",0.265937750287631,0.1738293107917,0.141710479085411,"GroupsY",0.763748793989468,22,22
"PWY4FS.7..phosphatidylglycerol.biosynthesis.I..plastidic.","Groups","Y",-0.884904810623036,0.598993336652629,0.155164614362923,"GroupsY",0.763748793989468,22,22
"PWY4FS.8..phosphatidylglycerol.biosynthesis.II..non.plastidic.","Groups","Y",-0.884904810623036,0.598993336652629,0.155164614362923,"GroupsY",0.763748793989468,22,22
"PWY66.367..ketogenesis","Groups","Y",-0.448157982376958,0.306806293502365,0.159625033939428,"GroupsY",0.770456830480973,22,4
"PWY.7237..myo...chiro..and.scillo.inositol.degradation","Groups","Y",-0.645296343167754,0.444370514931128,0.161965902295507,"GroupsY",0.771469166197019,22,12
"NONOXIPENT.PWY..pentose.phosphate.pathway..non.oxidative.branch.","Groups","Y",-0.58439116938874,0.409531666361838,0.169013739529879,"GroupsY",0.784397098843799,22,12
"P441.PWY..superpathway.of.N.acetylneuraminate.degradation","Groups","Y",-1.02599356718614,0.718444815837036,0.168700420749706,"GroupsY",0.784397098843799,22,10
"CITRULBIO.PWY..L.citrulline.biosynthesis","Groups","Y",0.759110118964762,0.543412504521184,0.177742859613778,"GroupsY",0.784669697319361,22,13
"CRNFORCAT.PWY..creatinine.degradation.I","Groups","Y",-0.539127710963402,0.382481013155026,0.174032196161869,"GroupsY",0.784669697319361,22,6
"PWY.5130..2.oxobutanoate.degradation.I","Groups","Y",1.0242481988583,0.728589130189713,0.175130222130968,"GroupsY",0.784669697319361,22,8
"SO4ASSIM.PWY..sulfate.reduction.I..assimilatory.","Groups","Y",-0.872152187561428,0.622586873273412,0.176583598345913,"GroupsY",0.784669697319361,22,10
"NAGLIPASYN.PWY..lipid.IVA.biosynthesis","Groups","Y",-0.659613329243162,0.488316759547147,0.191848763386252,"GroupsY",0.836737980070159,22,12
"PWY.1861..formaldehyde.assimilation.II..assimilatory.RuMP.Cycle.","Groups","Y",1.12130250379823,0.844275399783202,0.199095437238649,"GroupsY",0.838052886981292,22,9
"PWY.6901..superpathway.of.glucose.and.xylose.degradation","Groups","Y",-0.568680318589898,0.424847902707362,0.195735626245184,"GroupsY",0.838052886981292,22,22
"PWY66.409..superpathway.of.purine.nucleotide.salvage","Groups","Y",0.947543695686134,0.712161323001413,0.198319921968353,"GroupsY",0.838052886981292,22,9
"P562.PWY..myo.inositol.degradation.I","Groups","Y",-0.861056522167352,0.652514453260944,0.201876624489068,"GroupsY",0.839992391552215,22,11
"GLYCOGENSYNTH.PWY..glycogen.biosynthesis.I..from.ADP.D.Glucose.","Groups","Y",-0.60054752679231,0.458670417276226,0.205268562752816,"GroupsY",0.844400224051357,22,22
"PENTOSE.P.PWY..pentose.phosphate.pathway","Groups","Y",-0.591738453045238,0.458961426172715,0.212006539450464,"GroupsY",0.862318733495144,22,22
"FOLSYN.PWY..superpathway.of.tetrahydrofolate.biosynthesis.and.salvage","Groups","Y",-0.781232417759809,0.621068235066461,0.222922161627625,"GroupsY",0.877150244665219,22,15
"PWY.6612..superpathway.of.tetrahydrofolate.biosynthesis","Groups","Y",-0.787757734236187,0.625231797154713,0.222193297641355,"GroupsY",0.877150244665219,22,15
"PWY0.1261..anhydromuropeptides.recycling","Groups","Y",-0.605255718223044,0.479567206695265,0.221437302463569,"GroupsY",0.877150244665219,22,11
"BIOTIN.BIOSYNTHESIS.PWY..biotin.biosynthesis.I","Groups","Y",-0.746766453082214,0.630172779044235,0.24990061474364,"GroupsY",0.903432319330737,22,14
"GLUCONEO.PWY..gluconeogenesis.I","Groups","Y",-0.220561591611551,0.185272957285991,0.247801310642722,"GroupsY",0.903432319330737,22,22
"POLYAMINSYN3.PWY..superpathway.of.polyamine.biosynthesis.II","Groups","Y",-0.514247606992405,0.430748944928993,0.246507154792101,"GroupsY",0.903432319330737,22,4
"POLYISOPRENSYN.PWY..polyisoprenoid.biosynthesis..E..coli.","Groups","Y",-1.30735314186015,1.06453552763721,0.233667812040454,"GroupsY",0.903432319330737,22,18
"PWY.5676..acetyl.CoA.fermentation.to.butanoate.II","Groups","Y",0.654499387411941,0.55492294197166,0.252062608432056,"GroupsY",0.903432319330737,22,18
"PWY.6471..peptidoglycan.biosynthesis.IV..Enterococcus.faecium.","Groups","Y",-0.558152426519926,0.458148927667921,0.237295621825041,"GroupsY",0.903432319330737,22,5
"PWY.6519..8.amino.7.oxononanoate.biosynthesis.I","Groups","Y",-0.745031886076556,0.622242450563682,0.24517563505534,"GroupsY",0.903432319330737,22,14
"PWY.6902..chitin.degradation.II..Vibrio.","Groups","Y",-0.6585577896943,0.551844535610745,0.246686865682488,"GroupsY",0.903432319330737,22,10
"TRNA.CHARGING.PWY..tRNA.charging","Groups","Y",-0.146826811582416,0.123663377208659,0.249016166932845,"GroupsY",0.903432319330737,22,22
"PWY.5484..glycolysis.II..from.fructose.6.phosphate.","Groups","Y",-0.326071754272527,0.279499414053449,0.257083643231282,"GroupsY",0.903536687861399,22,22
"PWY.5989..stearate.biosynthesis.II..bacteria.and.plants.","Groups","Y",-0.749856054310475,0.642632141354903,0.25699544584173,"GroupsY",0.903536687861399,22,14
"HEMESYN2.PWY..heme.b.biosynthesis.II..oxygen.independent.","Groups","Y",0.572213224343961,0.49401011580482,0.260385472554039,"GroupsY",0.906341741005404,22,9
"X1CMET2.PWY..N10.formyl.tetrahydrofolate.biosynthesis","Groups","Y",-0.199209050080321,0.348342559824431,0.573777473620916,"GroupsY",0.921089780720436,22,12
"ANAEROFRUCAT.PWY..homolactic.fermentation","Groups","Y",-0.327419243042711,0.342684554394253,0.350755381942822,"GroupsY",0.921089780720436,22,22
"ANAGLYCOLYSIS.PWY..glycolysis.III..from.glucose.","Groups","Y",-0.210482558967452,0.233020201279479,0.377128514717196,"GroupsY",0.921089780720436,22,22
"ARGORNPROST.PWY..arginine..ornithine.and.proline.interconversion","Groups","Y",-0.445666696457841,0.410079356820811,0.290058361127786,"GroupsY",0.921089780720436,22,9
"ARGSYN.PWY..L.arginine.biosynthesis.I..via.L.ornithine.","Groups","Y",0.148033174252639,0.182747387052747,0.427449220977909,"GroupsY",0.921089780720436,22,22
"ARGSYNBSUB.PWY..L.arginine.biosynthesis.II..acetyl.cycle.","Groups","Y",0.261977070360309,0.255740437590973,0.317884143557431,"GroupsY",0.921089780720436,22,22
"ASPASN.PWY..superpathway.of.L.aspartate.and.L.asparagine.biosynthesis","Groups","Y",0.153132376632406,0.299606910861775,0.614869562048872,"GroupsY",0.921089780720436,22,22
"BRANCHED.CHAIN.AA.SYN.PWY..superpathway.of.branched.chain.amino.acid.biosynthesis","Groups","Y",0.148591801676198,0.341402649384406,0.668049527205128,"GroupsY",0.921089780720436,22,10
"CENTFERM.PWY..pyruvate.fermentation.to.butanoate","Groups","Y",-0.320499063338879,0.392856502384624,0.424214882230289,"GroupsY",0.921089780720436,22,22
"COA.PWY.1..superpathway.of.coenzyme.A.biosynthesis.III..mammals.","Groups","Y",-0.22631557429149,0.327283857500839,0.4972029643538,"GroupsY",0.921089780720436,22,10
"COA.PWY..coenzyme.A.biosynthesis.I","Groups","Y",-0.23146167566397,0.35441809905348,0.521145273934712,"GroupsY",0.921089780720436,22,12
"COA.PWY..coenzyme.A.biosynthesis.I..prokaryotic.","Groups","Y",-0.168293756058281,0.310575769399509,0.59388982178857,"GroupsY",0.921089780720436,22,10
"COBALSYN.PWY..superpathway.of.adenosylcobalamin.salvage.from.cobinamide.I","Groups","Y",-0.59446889005706,0.723763772143717,0.421126130033291,"GroupsY",0.921089780720436,22,9
"DAPLYSINESYN.PWY..L.lysine.biosynthesis.I","Groups","Y",-0.262371778121351,0.401233386811637,0.520616382172113,"GroupsY",0.921089780720436,22,22
"DENOVOPURINE2.PWY..superpathway.of.purine.nucleotides.de.novo.biosynthesis.II","Groups","Y",-0.145448257483314,0.311047360712177,0.645119833399946,"GroupsY",0.921089780720436,22,12
"FAO.PWY..fatty.acid..beta..oxidation.I","Groups","Y",-0.295058829344466,0.67057643939445,0.664649793232454,"GroupsY",0.921089780720436,22,12
"FASYN.ELONG.PWY..fatty.acid.elongation....saturated","Groups","Y",-0.665890128988323,0.659089177799372,0.32441032766233,"GroupsY",0.921089780720436,22,14
"GLCMANNANAUT.PWY..superpathway.of.N.acetylglucosamine..N.acetylmannosamine.and.N.acetylneuraminate.degradation","Groups","Y",-0.767924791331286,0.799431700877048,0.348229474469391,"GroupsY",0.921089780720436,22,22
"GLUCOSE1PMETAB.PWY..glucose.and.glucose.1.phosphate.degradation","Groups","Y",0.677037199057581,0.945361907649266,0.482167345472748,"GroupsY",0.921089780720436,22,9
"GLUCUROCAT.PWY..superpathway.of..beta..D.glucuronide.and.D.glucuronate.degradation","Groups","Y",-0.44639478251641,0.418647955401606,0.299001625072362,"GroupsY",0.921089780720436,22,12
"GLUDEG.I.PWY..GABA.shunt","Groups","Y",-0.623814007374231,0.628753401389544,0.332979827708063,"GroupsY",0.921089780720436,22,22
"GLUTORN.PWY..L.ornithine.biosynthesis.I","Groups","Y",0.322570029042988,0.535205499387227,0.553479476848212,"GroupsY",0.921089780720436,22,10
"GLYCOLYSIS.E.D..superpathway.of.glycolysis.and.Entner.Doudoroff","Groups","Y",-0.650727373570155,0.691233460438214,0.357732598935645,"GroupsY",0.921089780720436,22,10
"GLYCOLYSIS.E.D..superpathway.of.glycolysis.and.the.Entner.Doudoroff.pathway","Groups","Y",-0.344699595374705,0.463116199360682,0.465348177396051,"GroupsY",0.921089780720436,22,10
"GLYCOLYSIS.TCA.GLYOX.BYPASS..superpathway.of.glycolysis..pyruvate.dehydrogenase..TCA..and.glyoxylate.bypass","Groups","Y",0.183373854912738,0.235751802766671,0.445776136327277,"GroupsY",0.921089780720436,22,4
"GOLPDLCAT.PWY..superpathway.of.glycerol.degradation.to.1.3.propanediol","Groups","Y",-0.473502380422583,0.679012028071431,0.493617270529973,"GroupsY",0.921089780720436,22,18
"HISTSYN.PWY..L.histidine.biosynthesis","Groups","Y",-0.0529200800773286,0.114282422658488,0.648317616304515,"GroupsY",0.921089780720436,22,22
"HOMOSER.METSYN.PWY..L.methionine.biosynthesis.I","Groups","Y",-0.447129162807181,0.974907566788461,0.651439445043136,"GroupsY",0.921089780720436,22,16
"ILEUSYN.PWY..L.isoleucine.biosynthesis.I..from.threonine.","Groups","Y",0.116469993590532,0.204376484507364,0.575105589032305,"GroupsY",0.921089780720436,22,22
"KETOGLUCONMET.PWY..ketogluconate.metabolism","Groups","Y",-0.642235438410165,0.604743458917705,0.300893473798552,"GroupsY",0.921089780720436,22,8
"LACTOSECAT.PWY..lactose.and.galactose.degradation.I","Groups","Y",-0.378468584874314,0.749428879050123,0.619071805464515,"GroupsY",0.921089780720436,22,22
"MET.SAM.PWY..superpathway.of.S.adenosyl.L.methionine.biosynthesis","Groups","Y",-0.436020664212345,0.957383156989409,0.653705914093287,"GroupsY",0.921089780720436,22,16
"METH.ACETATE.PWY..methanogenesis.from.acetate","Groups","Y",-0.659008449674897,0.656516777309294,0.327468252848269,"GroupsY",0.921089780720436,22,19
"METSYN.PWY..L.homoserine.and.L.methionine.biosynthesis","Groups","Y",-0.454959561614409,0.765756776028311,0.559085993886769,"GroupsY",0.921089780720436,22,12
"NAGLIPASYN.PWY..lipid.IVA.biosynthesis..E..coli.","Groups","Y",-0.517744919641239,0.657033571699104,0.439934804359544,"GroupsY",0.921089780720436,22,10
"OANTIGEN.PWY..O.antigen.building.blocks.biosynthesis..E..coli.","Groups","Y",-0.4022860763144,0.416965845638713,0.346169941401943,"GroupsY",0.921089780720436,22,22
"P124.PWY..Bifidobacterium.shunt","Groups","Y",-0.381510610059812,0.567537058991026,0.509134793671469,"GroupsY",0.921089780720436,22,20
"P23.PWY..reductive.TCA.cycle.I","Groups","Y",-0.211858733548771,0.224600593992792,0.35679953538605,"GroupsY",0.921089780720436,22,6
"P41.PWY..pyruvate.fermentation.to.acetate.and..S..lactate.I","Groups","Y",-0.247576357282656,0.41753623712602,0.559863223336238,"GroupsY",0.921089780720436,22,10
"P461.PWY..hexitol.fermentation.to.lactate..formate..ethanol.and.acetate","Groups","Y",-0.38772061325328,0.68677602951376,0.578656122299934,"GroupsY",0.921089780720436,22,21
"PANTOSYN.PWY..pantothenate.and.coenzyme.A.biosynthesis.I","Groups","Y",-0.249904637609194,0.351119455525088,0.484847707495191,"GroupsY",0.921089780720436,22,12
"PEPTIDOGLYCANSYN.PWY..peptidoglycan.biosynthesis.I..meso.diaminopimelate.containing.","Groups","Y",-0.0991210827533223,0.13415806163102,0.468588181615676,"GroupsY",0.921089780720436,22,22
"POLYAMSYN.PWY..superpathway.of.polyamine.biosynthesis.I","Groups","Y",-0.474824847641102,0.515950329380137,0.368388012044958,"GroupsY",0.921089780720436,22,13
"PPGPPMET.PWY..ppGpp.biosynthesis","Groups","Y",-0.415249600753275,0.513572170684125,0.42828686385713,"GroupsY",0.921089780720436,22,12
"PPGPPMET.PWY..ppGpp.metabolism","Groups","Y",0.538253413548509,0.861362211507534,0.539110331013523,"GroupsY",0.921089780720436,22,10
"PWY.1269..CMP.3.deoxy.D.manno.octulosonate.biosynthesis","Groups","Y",-0.29273719025016,0.466459847151973,0.537384313929494,"GroupsY",0.921089780720436,22,10
"PWY.3001..superpathway.of.L.isoleucine.biosynthesis.I","Groups","Y",0.142044263592606,0.14653321354508,0.343940488905822,"GroupsY",0.921089780720436,22,22
"PWY.4242..pantothenate.and.coenzyme.A.biosynthesis.III","Groups","Y",-0.168480940008547,0.347374286068202,0.632937303492494,"GroupsY",0.921089780720436,22,12
"PWY.4702..phytate.degradation.I","Groups","Y",-0.225615065221096,0.413631585293468,0.591476538170971,"GroupsY",0.921089780720436,22,4
"PWY.4981..L.proline.biosynthesis.II..from.arginine.","Groups","Y",-0.296998924998341,0.396138862992721,0.462143460477596,"GroupsY",0.921089780720436,22,12
"PWY.5083..NAD.NADH.phosphorylation.and.dephosphorylation","Groups","Y",0.307167255654536,0.643614712390368,0.638355597354882,"GroupsY",0.921089780720436,22,10
"PWY.5103..L.isoleucine.biosynthesis.III","Groups","Y",0.0523978312192648,0.100632748598478,0.608304103422803,"GroupsY",0.921089780720436,22,22
"PWY.5104..L.isoleucine.biosynthesis.IV","Groups","Y",-0.25676096000983,0.439146277393964,0.565299680129608,"GroupsY",0.921089780720436,22,12
"PWY.5121..superpathway.of.geranylgeranyl.diphosphate.biosynthesis.II..via.MEP.","Groups","Y",-0.338585099712762,0.469319222106434,0.478989397718129,"GroupsY",0.921089780720436,22,10
"PWY.5136..fatty.acid..beta..oxidation.II..peroxisome.","Groups","Y",-0.361127251025542,0.672860977174579,0.597392359995106,"GroupsY",0.921089780720436,22,12
"PWY.5136..fatty.acid..beta..oxidation.II..plant.peroxisome.","Groups","Y",-0.430742313418075,0.8512024465467,0.618361174318139,"GroupsY",0.921089780720436,22,10
"PWY.5177..glutaryl.CoA.degradation","Groups","Y",-0.559069896703433,0.98988033085276,0.578500229330543,"GroupsY",0.921089780720436,22,12
"PWY.5189..tetrapyrrole.biosynthesis.II..from.glycine.","Groups","Y",-0.54639817592849,0.514940368141836,0.301295110972404,"GroupsY",0.921089780720436,22,6
"PWY.5384..sucrose.degradation.IV..sucrose.phosphorylase.","Groups","Y",-0.65646761447466,1.0079166924709,0.522259579502595,"GroupsY",0.921089780720436,22,21
"PWY.5497..purine.nucleobases.degradation.II..anaerobic.","Groups","Y",-0.195594667984995,0.284567084579739,0.499761530625369,"GroupsY",0.921089780720436,22,3
"PWY.5656..mannosylglycerate.biosynthesis.I","Groups","Y",-0.207924454831819,0.240769144494257,0.398054883650799,"GroupsY",0.921089780720436,22,4
