"feature","metadata","value","coef","stderr","pval","name","qval","N","N.not.zero"
"PWY4FS.7..phosphatidylglycerol.biosynthesis.I..plastidic.","Groups","DY",0.726446960700384,0.340005676277739,0.0422118434608981,"GroupsDY",0.0962181725946942,30,14
"PWY4FS.8..phosphatidylglycerol.biosynthesis.II..non.plastidic.","Groups","DY",0.726446960700384,0.340005676277739,0.0422118434608981,"GroupsDY",0.0962181725946942,30,14
"PWY.241..C4.photosynthetic.carbon.assimilation.cycle..NADP.ME.type","Groups","DY",1.12650868989496,0.533685494507126,0.0445612306729461,"GroupsDY",0.100587243994757,30,25
"PWY.5347..superpathway.of.L.methionine.biosynthesis..transsulfuration.","Groups","DY",0.284214474928069,0.134516056835811,0.0443694916879049,"GroupsDY",0.100587243994757,30,11
"PWY.6470..peptidoglycan.biosynthesis.V...beta..lactam.resistance.","Groups","DY",0.806091845671347,0.381767643307442,0.0444993923220226,"GroupsDY",0.100587243994757,30,4
"PWY.7237..myo...chiro..and.scillo.inositol.degradation","Groups","DY",0.387146724162613,0.183539979175953,0.0446995042408588,"GroupsDY",0.100655057975784,30,18
"PWY0.1479..tRNA.processing","Groups","DY",-0.348451195284658,0.168172075235607,0.048321742132643,"GroupsDY",0.107510096132435,30,10
"PWY.7219..adenosine.ribonucleotides.de.novo.biosynthesis","Groups","DY",-0.123672553738824,0.0624013392401554,0.058155762865659,"GroupsDY",0.127558630813828,30,19
"GLYCOLYSIS.E.D..superpathway.of.glycolysis.and.Entner.Doudoroff","Groups","DY",0.323089164976567,0.167594363562024,0.0648697148054109,"GroupsDY",0.138686976480534,30,10
"PWY.6607..guanosine.nucleotides.degradation.I","Groups","DY",0.611227065931621,0.325447433605189,0.0716250148007815,"GroupsDY",0.152428521200748,30,7
"PWY.6386..UDP.N.acetylmuramoyl.pentapeptide.biosynthesis.II..lysine.containing.","Groups","DY",-0.17823881667735,0.0951737832634466,0.0723861868093792,"GroupsDY",0.153696698019915,30,30
"NAGLIPASYN.PWY..lipid.IVA.biosynthesis","Groups","DY",0.460827788049966,0.2494300395539,0.0760802406280424,"GroupsDY",0.160441323773423,30,11
"PWY.5177..glutaryl.CoA.degradation","Groups","DY",0.742709120358367,0.406822442779366,0.0794132460336285,"GroupsDY",0.166714037948701,30,17
"GLYCOCAT.PWY..glycogen.degradation.I..bacterial.","Groups","DY",0.354672709494948,0.195279614121157,0.0808834308679579,"GroupsDY",0.169037282488092,30,5
"PWY.2723..trehalose.degradation.V","Groups","DY",0.353368655059034,0.196483070027507,0.0837238697670478,"GroupsDY",0.173801783221773,30,5
"PWY.821..superpathway.of.sulfur.amino.acid.biosynthesis..Saccharomyces.cerevisiae.","Groups","DY",0.302799921732492,0.168285741189679,0.0835857840936579,"GroupsDY",0.173801783221773,30,5
"PWY.6892..thiazole.biosynthesis.I..E..coli.","Groups","DY",-0.539062085903721,0.308106827152381,0.0919845018948729,"GroupsDY",0.190101303916071,30,17
"PWY.6385..peptidoglycan.biosynthesis.III..mycobacteria.","Groups","DY",-0.147918757817803,0.0849616384938701,0.0935055260522499,"GroupsDY",0.192816273234129,30,30
"PWY.5345..superpathway.of.L.methionine.biosynthesis..by.sulfhydrylation.","Groups","DY",1.06090295573376,0.610620899997096,0.0941475755795062,"GroupsDY",0.193710719665798,30,16
"PWY.7328..superpathway.of.UDP.glucose.derived.O.antigen.building.blocks.biosynthesis","Groups","DY",0.973062513675324,0.564140477672458,0.0964232176066655,"GroupsDY",0.197518925934359,30,15
"PWY66.389..phytol.degradation","Groups","DY",-0.634675677366356,0.371505601603956,0.0994782629256324,"GroupsDY",0.202883299387803,30,5
"DAPLYSINESYN.PWY..L.lysine.biosynthesis.I","Groups","DY",-0.985828381553996,0.584547195302365,0.103667712590606,"GroupsDY",0.210964929341934,30,23
"GLUDEG.I.PWY..GABA.shunt","Groups","DY",-0.746666145532798,0.448739529584562,0.108137050901488,"GroupsDY",0.21817237731097,30,10
"PWY.5022..4.aminobutanoate.degradation.V","Groups","DY",-0.709184126377537,0.431297378886775,0.112152390334627,"GroupsDY",0.224788196144834,30,10
"PWY.6901..superpathway.of.glucose.and.xylose.degradation","Groups","DY",0.615505669855723,0.3775673000587,0.115118563063514,"GroupsDY",0.229743055040919,30,22
"PWY.5686..UMP.biosynthesis","Groups","DY",-0.0879058827732652,0.0549015265387797,0.121424367963945,"GroupsDY",0.240265238737168,30,19
"PWY.7198..pyrimidine.deoxyribonucleotides.de.novo.biosynthesis.IV","Groups","DY",0.855775203071418,0.535911736738935,0.122381545015532,"GroupsDY",0.241133128950096,30,14
"PWY.7315..dTDP.N.acetylthomosamine.biosynthesis","Groups","DY",0.477955661308296,0.303629462858909,0.127546050929375,"GroupsDY",0.250248580937381,30,30
"PWY.6124..inosine.5..phosphate.biosynthesis.II","Groups","DY",-0.248077889502034,0.158988873251052,0.130768553698324,"GroupsDY",0.254957557525034,30,30
"PWY.6123..inosine.5..phosphate.biosynthesis.I","Groups","DY",-0.23157194326164,0.150179576066814,0.135166173122171,"GroupsDY",0.262431192074361,30,30
"PWY.7539..6.hydroxymethyl.dihydropterin.diphosphate.biosynthesis.III..Chlamydia.","Groups","DY",-0.286944045107709,0.19730245976941,0.157819812499443,"GroupsDY",0.300763167263284,30,12
"PWY66.399..gluconeogenesis.III","Groups","DY",0.809940572278487,0.572538161995708,0.169036516627615,"GroupsDY",0.319520244844882,30,25
"ARGININE.SYN4.PWY..L.ornithine.de.novo..biosynthesis","Groups","DY",-0.158790440509763,0.11237922186502,0.169519587506997,"GroupsDY",0.319783400368169,30,11
"PWY.7560..methylerythritol.phosphate.pathway.II","Groups","DY",0.927835953557982,0.662425577640939,0.173136684315345,"GroupsDY",0.325945579783949,30,12
"PWY.6270..isoprene.biosynthesis.I","Groups","DY",0.918550305124179,0.656441664170629,0.173544752929863,"GroupsDY",0.326053778231864,30,12
"DENOVOPURINE2.PWY..superpathway.of.purine.nucleotides.de.novo.biosynthesis.II","Groups","DY",-0.113409643825324,0.0829549318920915,0.183291144945915,"GroupsDY",0.342290692368877,30,12
"PANTOSYN.PWY..pantothenate.and.coenzyme.A.biosynthesis.I","Groups","DY",-0.114956629375641,0.0858679365740168,0.192237437120183,"GroupsDY",0.358278189422385,30,19
"PWY.6823..molybdopterin.biosynthesis","Groups","DY",-0.191551631852141,0.144854049258424,0.197558136108317,"GroupsDY",0.366724683793881,30,11
"THISYN.PWY..superpathway.of.thiamin.diphosphate.biosynthesis.I","Groups","DY",-0.29302538236966,0.221943072040091,0.198249619228486,"GroupsDY",0.367054673122515,30,17
"PWY.7184..pyrimidine.deoxyribonucleotides.de.novo.biosynthesis.I","Groups","DY",-0.200057776806586,0.152996497529409,0.20245503872141,"GroupsDY",0.372857106398588,30,12
"PWY.6387..UDP.N.acetylmuramoyl.pentapeptide.biosynthesis.I..meso.diaminopimelate.containing.","Groups","DY",-0.157120331572839,0.125886256347855,0.22311299011442,"GroupsDY",0.407652418087251,30,30
"POLYISOPRENSYN.PWY..polyisoprenoid.biosynthesis..E..coli.","Groups","DY",0.668076686317963,0.55008868851724,0.235476697247757,"GroupsDY",0.426508702589878,30,12
"HEXITOLDEGSUPER.PWY..superpathway.of.hexitol.degradation..bacteria.","Groups","DY",0.229487655101463,0.194258752535732,0.248157032050968,"GroupsDY",0.446394661136171,30,14
"PWY0.166..superpathway.of.pyrimidine.deoxyribonucleotides.de.novo.biosynthesis..E..coli.","Groups","DY",-0.165239662988881,0.139824834065029,0.247996525500864,"GroupsDY",0.446394661136171,30,12
"SALVADEHYPOX.PWY..adenosine.nucleotides.degradation.II","Groups","DY",0.492912376351346,0.419071420713699,0.250171885812267,"GroupsDY",0.449150296921637,30,27
"PWY.6936..seleno.amino.acid.biosynthesis","Groups","DY",-0.332758810910938,0.284571867871954,0.252878959206464,"GroupsDY",0.453135707248577,30,19
"PWY.6731..starch.degradation.III","Groups","DY",0.440213041145783,0.382405227945136,0.260139606866948,"GroupsDY",0.463467115682494,30,14
"HEMESYN2.PWY..heme.biosynthesis.II..anaerobic.","Groups","DY",0.281187261651155,0.245068202405064,0.261671878545616,"GroupsDY",0.464417647037066,30,9
"PWY.5100..pyruvate.fermentation.to.acetate.and.lactate.II","Groups","DY",-0.240677378078258,0.209591816274911,0.26129437556084,"GroupsDY",0.464417647037066,30,30
"PEPTIDOGLYCANSYN.PWY..peptidoglycan.biosynthesis.I..meso.diaminopimelate.containing.","Groups","DY",-0.141709096594943,0.124035173210294,0.263662104950091,"GroupsDY",0.46617064183191,30,30
"PWY.6317..galactose.degradation.I..Leloir.pathway.","Groups","DY",0.099075871723649,0.0870676054263234,0.265532073614881,"GroupsDY",0.468586012261554,30,19
"PWY.7761..NAD.salvage.pathway.II..PNC.IV.cycle.","Groups","DY",0.436517987782927,0.386210350211083,0.268686108244216,"GroupsDY",0.472359320731798,30,10
"PWY.7456..mannan.degradation","Groups","DY",-0.147905967312511,0.13119334838195,0.26987514345424,"GroupsDY",0.47355449700461,30,11
"PENTOSE.P.PWY..pentose.phosphate.pathway","Groups","DY",0.591191353107716,0.534307317663875,0.278658910130367,"GroupsDY",0.48732895047295,30,25
"PWY.7187..pyrimidine.deoxyribonucleotides.de.novo.biosynthesis.II","Groups","DY",-0.142739004789549,0.129481154085265,0.280391397695354,"GroupsDY",0.489238273652306,30,12
"PWY.2941..L.lysine.biosynthesis.II","Groups","DY",-0.523919018830176,0.476045701208513,0.281171670502585,"GroupsDY",0.489680999189896,30,28
"GLUTORN.PWY..L.ornithine.biosynthesis","Groups","DY",0.16516519103436,0.150436526880575,0.282309423878371,"GroupsDY",0.489827918296427,30,19
"PWY.1042..glycolysis.IV..plant.cytosol.","Groups","DY",-0.0701598441874045,0.0642281106300101,0.284696266817088,"GroupsDY",0.493049400632946,30,19
"FERMENTATION.PWY..mixed.acid.fermentation","Groups","DY",0.408985731529847,0.380348529111092,0.292121711915629,"GroupsDY",0.503885006185892,30,27
"TRNA.CHARGING.PWY..tRNA.charging","Groups","DY",-0.0989170123141427,0.0920798287357727,0.292578390688583,"GroupsDY",0.503885006185892,30,30
"GLUCOSE1PMETAB.PWY..glucose.and.glucose.1.phosphate.degradation","Groups","DY",0.235910779579688,0.220870434436999,0.295294456935989,"GroupsDY",0.503896963211872,30,8
"SULFATE.CYS.PWY..superpathway.of.sulfate.assimilation.and.cysteine.biosynthesis","Groups","DY",0.538323118897857,0.503119637082858,0.294465612193823,"GroupsDY",0.503896963211872,30,13
"PWY.702..L.methionine.biosynthesis.II","Groups","DY",0.322639625302737,0.309288319668595,0.306473461393971,"GroupsDY",0.52201523644028,30,10
"PWY0.1296..purine.ribonucleosides.degradation","Groups","DY",0.214063184563943,0.207887104021178,0.312631139690143,"GroupsDY",0.528630836203332,30,30
"COA.PWY..coenzyme.A.biosynthesis.I","Groups","DY",-0.0822659314069318,0.0802841426200736,0.314951717270402,"GroupsDY",0.530625175836004,30,19
"PWY.6595..superpathway.of.guanosine.nucleotides.degradation..plants.","Groups","DY",0.475537736222593,0.464760914065412,0.315645379917944,"GroupsDY",0.530832194075386,30,26
"PWY.5121..superpathway.of.geranylgeranyl.diphosphate.biosynthesis.II..via.MEP.","Groups","DY",0.417310637841088,0.410110218913107,0.318264279128599,"GroupsDY",0.534270360270031,30,10
"PWY.6168..flavin.biosynthesis.III..fungi.","Groups","DY",-0.138283355677593,0.136778407089228,0.32133180688853,"GroupsDY",0.535611542869668,30,19
"THRESYN.PWY..superpathway.of.L.threonine.biosynthesis","Groups","DY",0.289137850951045,0.286012298572251,0.321366925721801,"GroupsDY",0.535611542869668,30,30
"HSERMETANA.PWY..L.methionine.biosynthesis.III","Groups","DY",-0.257350586530452,0.256095964448766,0.324206745600891,"GroupsDY",0.538414773944337,30,30
"NONMEVIPP.PWY..methylerythritol.phosphate.pathway.I","Groups","DY",0.130069793270376,0.131076505112887,0.330187516732299,"GroupsDY",0.54639571274206,30,13
"PWY.4984..urea.cycle","Groups","DY",0.652432484565159,0.665042203707675,0.335614645664072,"GroupsDY",0.553407128488629,30,21
"PWY.6305..putrescine.biosynthesis.IV","Groups","DY",-0.561259426628124,0.573038681688208,0.336386893150054,"GroupsDY",0.553698779875311,30,11
"CITRULBIO.PWY..L.citrulline.biosynthesis","Groups","DY",0.643658120879801,0.661710698904496,0.339656666137746,"GroupsDY",0.557281721362287,30,21
"COA.PWY.1..coenzyme.A.biosynthesis.II..mammalian.","Groups","DY",-0.0679867751800136,0.0699091210498727,0.339762081733782,"GroupsDY",0.557281721362287,30,19
"PWY.5136..fatty.acid..beta..oxidation.II..peroxisome.","Groups","DY",0.301982449279112,0.31513177300026,0.346751620179181,"GroupsDY",0.565752643450243,30,11
"PWY.6628..superpathway.of.L.phenylalanine.biosynthesis","Groups","DY",0.484464282959319,0.508560323007858,0.349555985420947,"GroupsDY",0.569329363295063,30,14
"PWY.3001..superpathway.of.L.isoleucine.biosynthesis.I","Groups","DY",0.346571959763788,0.368452453915077,0.355559806132978,"GroupsDY",0.578095488992429,30,29
"PWY.6143..CMP.pseudaminate.biosynthesis","Groups","DY",0.411033381504424,0.438447758250809,0.357142156770568,"GroupsDY",0.578872683465755,30,11
"PWY.5030..L.histidine.degradation.III","Groups","DY",-0.331872080938409,0.355486186954477,0.359114147919665,"GroupsDY",0.580828100113545,30,16
"PWY.5695..urate.biosynthesis.inosine.5..phosphate.degradation","Groups","DY",-0.0925591660826048,0.100339905663445,0.364772184177395,"GroupsDY",0.58691718215394,30,19
"PWY.6902..chitin.degradation.II..Vibrio.","Groups","DY",0.462116888548389,0.500609823738114,0.36443884038676,"GroupsDY",0.58691718215394,30,10
"PWY.6292..superpathway.of.L.cysteine.biosynthesis..mammalian.","Groups","DY",0.439591768199044,0.479279286839006,0.36747138030289,"GroupsDY",0.588207200829067,30,10
"PWY.4242..pantothenate.and.coenzyme.A.biosynthesis.III","Groups","DY",-0.0816355340202418,0.0896196289148319,0.370710490452309,"GroupsDY",0.591356356982243,30,19
"PWY.6629..superpathway.of.L.tryptophan.biosynthesis","Groups","DY",-0.208080895567221,0.22820789801577,0.370249019007355,"GroupsDY",0.591356356982243,30,5
"PWY.6353..purine.nucleotides.degradation.II..aerobic.","Groups","DY",0.474875343716029,0.530808334136482,0.37919412524613,"GroupsDY",0.602667134343283,30,23
"P562.PWY..myo.inositol.degradation.I","Groups","DY",0.387307678510304,0.4421864116709,0.38910920349126,"GroupsDY",0.614382952880936,30,14
"PWY.5104..L.isoleucine.biosynthesis.IV","Groups","DY",-0.105346343882777,0.123466423768079,0.401319372748418,"GroupsDY",0.627272296900889,30,19
"PWY.6737..starch.degradation.V","Groups","DY",0.112104419763711,0.131041525048416,0.400096411641709,"GroupsDY",0.627272296900889,30,19
"PWY.6549..L.glutamine.biosynthesis.III","Groups","DY",0.450533203968165,0.534679774302729,0.407124462273379,"GroupsDY",0.633153427950238,30,26
"CALVIN.PWY..Calvin.Benson.Bassham.cycle","Groups","DY",0.125595886867534,0.150703719512745,0.412212383511953,"GroupsDY",0.638084936816285,30,30
"GLUCONEO.PWY..gluconeogenesis.I","Groups","DY",-0.16673046940619,0.200362440863298,0.41290571584721,"GroupsDY",0.638084936816285,30,28
"PWY.5367..petroselinate.biosynthesis","Groups","DY",0.410267385168817,0.493902319695943,0.413726039677656,"GroupsDY",0.638084936816285,30,10
"PWY.7316..dTDP.N.acetylviosamine.biosynthesis","Groups","DY",-0.305702642415913,0.367503117160093,0.413076130261471,"GroupsDY",0.638084936816285,30,9
"GLUCUROCAT.PWY..superpathway.of..beta..D.glucuronosides.degradation","Groups","DY",0.277525217366212,0.33608586342254,0.416455079219663,"GroupsDY",0.639317017410319,30,10
"PWY.6936..seleno.amino.acid.biosynthesis..plants.","Groups","DY",0.407386244825722,0.493111501945864,0.416233628037751,"GroupsDY",0.639317017410319,30,10
"PWY0.1297..superpathway.of.purine.deoxyribonucleosides.degradation","Groups","DY",0.551445089645837,0.668996611332693,0.417274655449531,"GroupsDY",0.639317017410319,30,19
"THISYNARA.PWY..superpathway.of.thiamine.diphosphate.biosynthesis.III..eukaryotes.","Groups","DY",0.20003499440863,0.242658806545666,0.417241234036148,"GroupsDY",0.639317017410319,30,11
"PWY.6122..5.aminoimidazole.ribonucleotide.biosynthesis.II","Groups","DY",-0.0786216767351248,0.0961885240730388,0.421143964798995,"GroupsDY",0.641361312489825,30,30
"PWY.6277..superpathway.of.5.aminoimidazole.ribonucleotide.biosynthesis","Groups","DY",-0.0786216767351248,0.0961885240730388,0.421143964798995,"GroupsDY",0.641361312489825,30,30
"PWY.6284..superpathway.of.unsaturated.fatty.acids.biosynthesis..E..coli.","Groups","DY",0.421586900871518,0.516035714434853,0.421367485947616,"GroupsDY",0.641361312489825,30,10
"PWY.7242..D.fructuronate.degradation","Groups","DY",0.54580085117435,0.66695271193082,0.420594626229155,"GroupsDY",0.641361312489825,30,28
"OANTIGEN.PWY..O.antigen.building.blocks.biosynthesis..E..coli.","Groups","DY",-0.234696199488787,0.288085582505338,0.422657937579335,"GroupsDY",0.641897725995527,30,30
"P108.PWY..pyruvate.fermentation.to.propanoate.I","Groups","DY",-0.52508782830028,0.645159181884797,0.42310032907017,"GroupsDY",0.641897725995527,30,20
"PWY.7282..4.amino.2.methyl.5.diphosphomethylpyrimidine.biosynthesis.II","Groups","DY",0.0864457805559622,0.10699477433664,0.426453569974865,"GroupsDY",0.645931303056392,30,11
"PWY.621..sucrose.degradation.III..sucrose.invertase.","Groups","DY",0.48138589407657,0.597334728107079,0.427616101501529,"GroupsDY",0.646638982758409,30,26
"PWY.5154..L.arginine.biosynthesis.III..via.N.acetyl.L.citrulline.","Groups","DY",-0.0692423335221126,0.086549261487107,0.430940718797611,"GroupsDY",0.65060855273016,30,12
"ARGSYN.PWY..L.arginine.biosynthesis.I..via.L.ornithine.","Groups","DY",0.111245796159336,0.140735363116563,0.436409700920482,"GroupsDY",0.657797442230225,30,30
"TRPSYN.PWY..L.tryptophan.biosynthesis","Groups","DY",-0.160766834847432,0.205625124273854,0.441368333232939,"GroupsDY",0.664195064573841,30,19
"PWY.6282..palmitoleate.biosynthesis.I..from..5Z..dodec.5.enoate.","Groups","DY",0.543385976414986,0.700616762797828,0.444993320150066,"GroupsDY",0.665797005269018,30,20
"PWY4LZ.257..superpathway.of.fermentation..Chlamydomonas.reinhardtii.","Groups","DY",0.512572278160353,0.661332378141034,0.445296491696053,"GroupsDY",0.665797005269018,30,13
"SO4ASSIM.PWY..sulfate.reduction.I..assimilatory.","Groups","DY",0.394394734417879,0.512097569073915,0.448149356466057,"GroupsDY",0.666846242421492,30,9
"FASYN.ELONG.PWY..fatty.acid.elongation....saturated","Groups","DY",0.530869170113107,0.690536572741744,0.4489526912272,"GroupsDY",0.666974445433381,30,20
"PWY.7664..oleate.biosynthesis.IV..anaerobic.","Groups","DY",0.533726380768928,0.697142140550164,0.450813708176786,"GroupsDY",0.667811432525281,30,20
"PWY.6507..4.deoxy.L.threo.hex.4.enopyranuronate.degradation","Groups","DY",0.462185213079754,0.614631245918801,0.458821963033781,"GroupsDY",0.677308612097486,30,27
"PWY.6859..all.trans.farnesol.biosynthesis","Groups","DY",0.35713186390113,0.478195314075517,0.46186526117491,"GroupsDY",0.680146022538302,30,10
"PWY.922..mevalonate.pathway.I..eukaryotes.and.bacteria.","Groups","DY",0.349653115379106,0.470001284718885,0.463583072124086,"GroupsDY",0.681093613073302,30,10
"FAO.PWY..fatty.acid..beta..oxidation.I","Groups","DY",0.248736656425806,0.337642414760019,0.467908671847357,"GroupsDY",0.683131969887036,30,11
"PWY.7858...5Z..dodecenoate.biosynthesis.II","Groups","DY",0.402223558615686,0.54553420876,0.467540715169785,"GroupsDY",0.683131969887036,30,10
"PWY0.1298..superpathway.of.pyrimidine.deoxyribonucleosides.degradation","Groups","DY",0.501198366091607,0.678247729465611,0.466550164476904,"GroupsDY",0.683131969887036,30,21
"PWY.7391..isoprene.biosynthesis.II..engineered.","Groups","DY",0.348457303417685,0.480239286031912,0.474570531322996,"GroupsDY",0.691772091113458,30,10
"PWY.2942..L.lysine.biosynthesis.III","Groups","DY",-0.0876289680213096,0.122593907020984,0.481107797222614,"GroupsDY",0.693780407679575,30,30
"PWY.5910..superpathway.of.geranylgeranyldiphosphate.biosynthesis.I..via.mevalonate.","Groups","DY",0.33431621901181,0.467779422987429,0.481170282745511,"GroupsDY",0.693780407679575,30,10
"PWY.5989..stearate.biosynthesis.II..bacteria.and.plants.","Groups","DY",0.486198650141843,0.677478122133023,0.479366211013373,"GroupsDY",0.693780407679575,30,20
"UDPNAGSYN.PWY..UDP.N.acetyl.D.glucosamine.biosynthesis.I","Groups","DY",-0.2618465473698,0.36842434106892,0.483585028530098,"GroupsDY",0.696182781010823,30,30
"COA.PWY.1..superpathway.of.coenzyme.A.biosynthesis.III..mammals.","Groups","DY",0.0605299242953233,0.0862813006564997,0.489197524764183,"GroupsDY",0.701165401433328,30,11
"PWY.5103..L.isoleucine.biosynthesis.III","Groups","DY",0.102318713664552,0.145885793916011,0.489307898419602,"GroupsDY",0.701165401433328,30,30
"PWY.5941..glycogen.degradation.II","Groups","DY",0.0760605907842437,0.10966019088453,0.494082003785672,"GroupsDY",0.705974068272242,30,11
"PWY.8187..L.arginine.degradation.XIII..reductive.Stickland.reaction.","Groups","DY",0.293899225073376,0.423827445551637,0.494181847790569,"GroupsDY",0.705974068272242,30,11
"HOMOSER.METSYN.PWY..L.methionine.biosynthesis.I","Groups","DY",0.179333723924773,0.26005149224165,0.496549742898308,"GroupsDY",0.708268805054336,30,14
"P441.PWY..superpathway.of.N.acetylneuraminate.degradation","Groups","DY",0.261661697435878,0.380356965543613,0.497584445360502,"GroupsDY",0.708657785888616,30,7
"POLYAMSYN.PWY..superpathway.of.polyamine.biosynthesis.I","Groups","DY",0.227346042359625,0.332335312792391,0.499973073391934,"GroupsDY",0.710130368392949,30,12
"PWY0.862...5Z..dodecenoate.biosynthesis.I","Groups","DY",0.310046017464103,0.453410518166423,0.500145582040195,"GroupsDY",0.710130368392949,30,10
"PWY.7400..L.arginine.biosynthesis.IV..archaebacteria.","Groups","DY",0.0756552823395256,0.11161716037758,0.503879644834025,"GroupsDY",0.713254291774191,30,19
"PWY.7851..coenzyme.A.biosynthesis.II..eukaryotic.","Groups","DY",0.0609104722883625,0.0897118552055505,0.503164834276584,"GroupsDY",0.713254291774191,30,11
"ANAGLYCOLYSIS.PWY..glycolysis.III..from.glucose.","Groups","DY",-0.106449013573649,0.158175190387997,0.506897016836448,"GroupsDY",0.716434993401058,30,30
"METSYN.PWY..L.homoserine.and.L.methionine.biosynthesis","Groups","DY",0.170983963625539,0.255500870306661,0.509260298062131,"GroupsDY",0.717594056360275,30,14
"PWY.5005..biotin.biosynthesis.II","Groups","DY",0.440161922973771,0.6571065840136,0.50886020027895,"GroupsDY",0.717594056360275,30,10
"PWY66.400..glycolysis.VI..metazoan.","Groups","DY",-0.0761628896600964,0.114980320497627,0.513544691838772,"GroupsDY",0.721444959833925,30,19
"PWY.7111..pyruvate.fermentation.to.isobutanol..engineered.","Groups","DY",0.152396939681628,0.232414185620649,0.517769763806156,"GroupsDY",0.725189578824888,30,30
"PWY.7356..thiamine.diphosphate.salvage.IV..yeast.","Groups","DY",0.179238618663837,0.274569171199366,0.519616478826043,"GroupsDY",0.726167807236349,30,10
"PWY66.409..superpathway.of.purine.nucleotide.salvage","Groups","DY",0.360414022540693,0.552656640491229,0.520029849053127,"GroupsDY",0.726167807236349,30,12
"PWY.7388..octanoyl..acyl.carrier.protein..biosynthesis..mitochondria..yeast.","Groups","DY",-0.279378324780572,0.431430967202176,0.522945563039478,"GroupsDY",0.729144488195974,30,11
"PWY.5695..inosine.5..phosphate.degradation","Groups","DY",0.180718166570091,0.283656836884286,0.529629234184845,"GroupsDY",0.732070147925176,30,11
"PWY.7199..pyrimidine.deoxyribonucleosides.salvage","Groups","DY",0.13569434760118,0.211982491150221,0.527695487878538,"GroupsDY",0.732070147925176,30,30
"PWY.5981..CDP.diacylglycerol.biosynthesis.III","Groups","DY",0.0596793919209444,0.0950274096547277,0.535466831787269,"GroupsDY",0.735574820623575,30,11
"PYRIDNUCSYN.PWY..NAD.de.novo.biosynthesis.I..from.aspartate.","Groups","DY",0.0635665257479317,0.101180827214074,0.53532249887012,"GroupsDY",0.735574820623575,30,11
