feature	metadata	value	coef	stderr	N	N.not.0	pval	qval
DTDPRHAMSYN.PWY..dTDP..beta..L.rhamnose.biosynthesis	Experiment	3	1.63013594531686	0.0917521656156648	30	11	4.61510255707485e-16	1.34126418064988e-14
NONOXIPENT.PWY..pentose.phosphate.pathway..non.oxidative.branch..I	Experiment	3	2.25138652322707	0.12975434769761	30	11	8.15443173535117e-16	2.28217535868785e-14
PWY0.1261..anhydromuropeptides.recycling	Experiment	2	-1.43318381280378	0.0826776845049628	30	11	8.34343679520291e-16	2.28217535868785e-14
PWY66.422..D.galactose.degradation.V..Leloir.pathway.	Experiment	3	-1.60387367528758	0.0936652788640688	30	19	1.11936000425762e-15	2.97429943988453e-14
PWY.1042..glycolysis.IV..plant.cytosol.	Experiment	3	-1.27465540907413	0.0750022744664286	30	19	1.34072665273642e-15	3.46354385290241e-14
COA.PWY.1..coenzyme.A.biosynthesis.II..mammalian.	Experiment	3	-1.38168453016502	0.081636265386879	30	19	1.47986184517998e-15	3.71965274599293e-14
PWY.1042..glycolysis.IV	Experiment	3	1.9044282648555	0.113101949470289	30	11	1.67322917345328e-15	4.09500824029356e-14
PYRIDNUCSYN.PWY..NAD.biosynthesis.I..from.aspartate.	Experiment	3	-1.8929722715208	0.114619990089297	30	19	2.65581438506543e-15	6.33309584130986e-14
PWY.3841..folate.transformations.II..plants.	Experiment	3	1.49685747192551	0.0917829959159768	30	11	3.58293221272908e-15	8.33031739459512e-14
PWY.6317..galactose.degradation.I..Leloir.pathway.	Experiment	3	-1.60725384699868	0.101673058342597	30	19	7.50170241818871e-15	1.66109124974179e-13
PYRIDNUCSYN.PWY..NAD.de.novo.biosynthesis.I..from.aspartate.	Experiment	3	1.8693307988974	0.118153750733319	30	11	7.35611486952288e-15	1.66109124974179e-13
PWY.5686..UMP.biosynthesis.I	Experiment	3	1.46052517395452	0.0931160013019015	30	11	9.02240804563544e-15	1.86463099609799e-13
PWY.7790..UMP.biosynthesis.II	Experiment	3	1.46052517395452	0.0931160013019015	30	11	9.02240804563544e-15	1.86463099609799e-13
PWY.7791..UMP.biosynthesis.III	Experiment	3	1.46052517395452	0.0931160013019015	30	11	9.02240804563544e-15	1.86463099609799e-13
COA.PWY..coenzyme.A.biosynthesis.I	Experiment	3	-1.44473815367742	0.0937516803939607	30	19	1.36826623539182e-14	2.76627738894433e-13
PWY4FS.7..phosphatidylglycerol.biosynthesis.I..plastidic.	Experiment	3	-6.10573775837023	0.397041089986717	30	14	1.43718594620769e-14	2.7845477707774e-13
PWY4FS.8..phosphatidylglycerol.biosynthesis.II..non.plastidic.	Experiment	3	-6.10573775837023	0.397041089986717	30	14	1.43718594620769e-14	2.7845477707774e-13
PWY.7539..6.hydroxymethyl.dihydropterin.diphosphate.biosynthesis.III..Chlamydia.	Experiment	3	-3.50330978540085	0.230399634916436	30	12	1.87394131825119e-14	3.55666413464002e-13
PWY.6737..starch.degradation.V	Experiment	3	-2.31412865729539	0.153023533337262	30	19	2.12950783587231e-14	3.96088457472251e-13
PWY.7953..UDP.N.acetylmuramoyl.pentapeptide.biosynthesis.III..meso.diaminopimelate.containing.	Experiment	3	1.73892726178783	0.11545199185321	30	11	2.34027166411534e-14	4.26755421103385e-13
PWY.5941..glycogen.degradation.II	Experiment	3	1.91613486845046	0.128055514230237	30	11	2.7291359033168e-14	4.88095459631659e-13
PWY.7400..L.arginine.biosynthesis.IV..archaebacteria.	Experiment	3	-1.94675218414649	0.13034076225638	30	19	2.84887244652995e-14	4.99896485900538e-13
BRANCHED.CHAIN.AA.SYN.PWY..superpathway.of.branched.amino.acid.biosynthesis	Experiment	3	-1.36362516891981	0.0941314735527757	30	19	5.8075759215968e-14	1.00019363094167e-12
TEICHOICACID.PWY..teichoic.acid..poly.glycerol..biosynthesis	Experiment	3	-2.70302086552331	0.188017019793185	30	11	6.93096082395077e-14	1.17196246659531e-12
PWY.7282..4.amino.2.methyl.5.diphosphomethylpyrimidine.biosynthesis.II	Experiment	3	1.76799777515622	0.124942978277812	30	11	1.00040262158962e-13	1.6613829251399e-12
PWY.5347..superpathway.of.L.methionine.biosynthesis..transsulfuration.	Experiment	3	-2.20398391170727	0.157080912329176	30	11	1.21697154285047e-13	1.98558514886129e-12
GLUTORN.PWY..L.ornithine.biosynthesis	Experiment	3	-2.46156523436121	0.175672016009781	30	19	1.25480067667159e-13	2.01200798155962e-12
ARGININE.SYN4.PWY..L.ornithine.de.novo..biosynthesis	Experiment	3	-1.82755730803554	0.131230658351417	30	11	1.44608077416084e-13	2.27941545757556e-12
PWY.6892..thiazole.biosynthesis.I..E..coli.	Experiment	3	-4.99551025326101	0.359791259440628	30	17	1.54980388143248e-13	2.40219601622035e-12
PWY.4242..pantothenate.and.coenzyme.A.biosynthesis.III	Experiment	3	-1.44907960095057	0.104653179729516	30	19	1.65062466221867e-13	2.51652612436617e-12
PWY.6151..S.adenosyl.L.methionine.salvage.I	Experiment	3	2.17752759137496	0.15823301953838	30	11	1.90153143484168e-13	2.85229715226252e-12
PWY4FS.7..phosphatidylglycerol.biosynthesis.I..plastidic.	Experiment	2	-5.88591160801226	0.431629170889668	30	14	2.34455554782694e-13	3.40693228043602e-12
PWY4FS.8..phosphatidylglycerol.biosynthesis.II..non.plastidic.	Experiment	2	-5.88591160801226	0.431629170889668	30	14	2.34455554782694e-13	3.40693228043602e-12
GLUTORN.PWY..L.ornithine.biosynthesis.I	Experiment	3	1.91081443496156	0.141264672107189	30	11	2.82246303445098e-13	4.03829326467602e-12
PWY.7539..6.hydroxymethyl.dihydropterin.diphosphate.biosynthesis.III..Chlamydia.	Experiment	2	-3.36526687425959	0.250470809949646	30	12	3.29185759935731e-13	4.63852661727621e-12
COA.PWY..coenzyme.A.biosynthesis.I..prokaryotic.	Experiment	3	2.17463512705154	0.162042155246533	30	11	3.3802757018185e-13	4.69202448162866e-12
PWY.5265..peptidoglycan.biosynthesis.II..staphylococci.	Experiment	3	2.84789359437118	0.212560112707473	30	11	3.51001265562398e-13	4.8004584848975e-12
TEICHOICACID.PWY..teichoic.acid..poly.glycerol..biosynthesis	Experiment	2	-2.72095539887368	0.204396049711615	30	11	4.0645825427727e-13	5.47835038373711e-12
PWY.7456..mannan.degradation	Experiment	3	-2.03326460970997	0.153200824794544	30	11	4.35512704945698e-13	5.78609736570713e-12
PWY.4981..L.proline.biosynthesis.II..from.arginine.	Experiment	3	-2.51254481530261	0.189633637858308	30	19	4.52607466991268e-13	5.92852034227998e-12
BRANCHED.CHAIN.AA.SYN.PWY..superpathway.of.branched.chain.amino.acid.biosynthesis	Experiment	3	1.6484886982354	0.125020665391166	30	11	5.0508971863019e-13	6.52407553230661e-12
P41.PWY..pyruvate.fermentation.to.acetate.and..S..lactate.I	Experiment	3	1.61465007237992	0.122709167870472	30	11	5.29528851397637e-13	6.74605249040825e-12
PWY.5695..urate.biosynthesis.inosine.5..phosphate.degradation	Experiment	3	-1.53345886171353	0.117171765924388	30	19	5.98838062982907e-13	7.52593781856897e-12
PWY.5347..superpathway.of.L.methionine.biosynthesis..transsulfuration.	Experiment	2	-2.21690275147673	0.170764955217867	30	11	7.18931614143742e-13	8.9147520153824e-12
PWY.7238..sucrose.biosynthesis.II	Experiment	3	2.28848539059442	0.176395765537964	30	11	7.2980611222944e-13	8.93052216280762e-12
PWY66.400..glycolysis.VI..metazoan.	Experiment	3	-1.71506842269753	0.134268087160134	30	19	1.03699868047202e-12	1.2524789257649e-11
ARGININE.SYN4.PWY..L.ornithine.de.novo..biosynthesis	Experiment	2	-1.82033956073965	0.142662766368646	30	11	1.06244429475162e-12	1.26676050528078e-11
PWY.5030..L.histidine.degradation.III	Experiment	2	-5.63685231814049	0.451281313352404	30	16	1.71522619701184e-12	2.01919033319115e-11
PANTOSYN.PWY..superpathway.of.coenzyme.A.biosynthesis.I..bacteria.	Experiment	3	2.40506034110868	0.19747305914999	30	11	3.01581437710909e-12	3.50588421338932e-11
HISDEG.PWY..L.histidine.degradation.I	Experiment	3	-7.22375750449956	0.593822203448308	30	24	3.09589358117843e-12	3.51119637865358e-11
PWY.7456..mannan.degradation	Experiment	2	-2.02654161119577	0.166546855359214	30	11	3.07812088059975e-12	3.51119637865358e-11
PWY.6700..queuosine.biosynthesis.I..de.novo.	Experiment	3	1.95519210132556	0.161178305822864	30	11	3.29616189010915e-12	3.69328982867651e-11
PWY.7237..myo...chiro..and.scyllo.inositol.degradation	Experiment	3	1.79834281200036	0.152324632281214	30	11	6.01031998937778e-12	6.65428284538254e-11
TRPSYN.PWY..L.tryptophan.biosynthesis	Experiment	3	-2.832506920968	0.240118413210416	30	19	6.12022138816585e-12	6.69624222469911e-11
NAGLIPASYN.PWY..lipid.IVA.biosynthesis	Experiment	3	-3.42220058534275	0.291271533652317	30	11	6.68453499540413e-12	7.22862505316958e-11
X1CMET2.PWY..folate.transformations.III..E..coli.	Experiment	3	2.10881036889026	0.179811155283176	30	11	6.956475122434e-12	7.43623202742945e-11
PWY.1269..CMP.3.deoxy.D.manno.octulosonate.biosynthesis.I	Experiment	3	-2.65471671768477	0.229092822605318	30	17	9.05639118108378e-12	9.57095886182718e-11
PWY.5030..L.histidine.degradation.III	Experiment	3	-4.77392786539652	0.415118431812099	30	16	1.06980603625781e-11	1.1178872064267e-10
PWY.6168..flavin.biosynthesis.III..fungi.	Experiment	3	-1.82038374528077	0.159722768254589	30	19	1.30220854370634e-11	1.34561549516322e-10
THISYNARA.PWY..superpathway.of.thiamine.diphosphate.biosynthesis.III..eukaryotes.	Experiment	3	3.20962925410262	0.283364437030944	30	11	1.49016717910214e-11	1.52291810611537e-10
THISYN.PWY..superpathway.of.thiamin.diphosphate.biosynthesis.I	Experiment	3	-2.92613031609011	0.259173670870764	30	17	1.59899988356067e-11	1.61638031707764e-10
PWY.5695..inosine.5..phosphate.degradation	Experiment	3	3.66266992255841	0.331239822027921	30	11	2.51168673989605e-11	2.51168673989605e-10
NAGLIPASYN.PWY..lipid.IVA.biosynthesis	Experiment	2	-3.44314730298139	0.31664554058704	30	11	3.60269130216426e-11	3.56436479894975e-10
PWY.6823..molybdopterin.biosynthesis	Experiment	3	1.81486574322155	0.169153086607807	30	11	4.80054474831179e-11	4.69948064834733e-10
NONOXIPENT.PWY..pentose.phosphate.pathway..non.oxidative.branch.	Experiment	3	-2.20510467268082	0.205755295503927	30	19	4.91684578786386e-11	4.76319435699311e-10
PWY.5104..L.isoleucine.biosynthesis.IV	Experiment	3	-1.53728242994835	0.144177720814273	30	19	5.48455909834156e-11	5.25839171284294e-10
PWY.7977..L.methionine.biosynthesis.IV	Experiment	3	2.37938297750519	0.22523035052906	30	11	6.67896599193585e-11	6.33820242091871e-10
PWY.6897..thiamin.salvage.II	Experiment	3	-2.2141319676751	0.21020133589129	30	19	7.10694272390814e-11	6.67621892245917e-10
PWY.6270..isoprene.biosynthesis.I	Experiment	3	7.97995114548963	0.766558713690702	30	12	9.12099718939392e-11	8.48252738613635e-10
PWY.7560..methylerythritol.phosphate.pathway.II	Experiment	3	8.03541601115925	0.773546419168587	30	12	9.5446504343134e-11	8.78863851872422e-10
PWY.7234..inosine.5..phosphate.biosynthesis.III	Experiment	3	3.719898739246	0.358987867785704	30	30	1.00547547816568e-10	9.16757053621652e-10
PWY.I9..L.cysteine.biosynthesis.VI..from.L.methionine.	Experiment	3	3.59799449754212	0.348659423173846	30	11	1.09692429961455e-10	9.90426794797603e-10
PWY.7357..thiamine.phosphate.formation.from.pyrithiamine.and.oxythiamine..yeast.	Experiment	3	2.45609147008677	0.241829145360324	30	11	1.53341212631572e-10	1.3712243052631e-09
PWY.7357..thiamin.formation.from.pyrithiamine.and.oxythiamine..yeast.	Experiment	3	-2.26009759969101	0.225174476432686	30	19	1.96264231282566e-10	1.73834033421701e-09
PWY.7237..myo...chiro..and.scillo.inositol.degradation	Experiment	3	-2.12611250994103	0.21432851999986	30	18	2.50602734489514e-10	2.19868436863441e-09
GLYCOLYSIS.E.D..superpathway.of.glycolysis.and.Entner.Doudoroff	Experiment	3	-1.93645173090715	0.195708052620687	30	10	2.64228079949477e-10	2.29656181638331e-09
PWY.6897..thiamine.diphosphate.salvage.II	Experiment	3	2.21813423624967	0.227885752339036	30	11	3.70919474948497e-10	3.19402881205651e-09
RIBOSYN2.PWY..flavin.biosynthesis.I..bacteria.and.plants.	Experiment	3	-5.31524409273327	0.549669747079972	30	26	4.24511053081961e-10	3.6219750400571e-09
PWY0.1241..ADP.L.glycero..beta..D.manno.heptose.biosynthesis	Experiment	3	4.34249230165051	0.467193620909759	30	25	9.5024680382135e-10	8.03390479594414e-09
GLYCOLYSIS.E.D..superpathway.of.glycolysis.and.Entner.Doudoroff	Experiment	2	-1.95113760204245	0.212757083887526	30	10	1.24564961915935e-09	1.04365238361999e-08
PWY0.1479..tRNA.processing	Experiment	3	-1.77637062616918	0.196382674512558	30	10	1.6403679087843e-09	1.36209120997268e-08
PWY.8187..L.arginine.degradation.XIII..reductive.Stickland.reaction.	Experiment	3	4.47343168224747	0.494923828302937	30	11	1.66526373137863e-09	1.37052678777179e-08
PWY.5941..glycogen.degradation.II..eukaryotic.	Experiment	3	-2.2284715271301	0.247353438134825	30	11	1.77683587476596e-09	1.44952400309854e-08
THISYNARA.PWY..superpathway.of.thiamin.diphosphate.biosynthesis.III..eukaryotes.	Experiment	2	-1.68484057361216	0.200117284137308	30	19	6.69851429105547e-09	5.41705938320138e-08
PWY66.409..superpathway.of.purine.nucleotide.salvage	Experiment	3	5.42171134046352	0.645363916659414	30	12	6.98436298058068e-09	5.59953238960348e-08
PWY.6124..inosine.5..phosphate.biosynthesis.II	Experiment	3	1.54895444668117	0.185659004939062	30	30	7.97871060989471e-09	6.34205202324964e-08
PWY.6123..inosine.5..phosphate.biosynthesis.I	Experiment	3	1.46048635930705	0.175371962103959	30	30	8.26008085043627e-09	6.51006372110655e-08
PWY.6749..CMP.legionaminate.biosynthesis.I	Experiment	3	-1.49674121342175	0.179808585587332	30	10	8.33365650711757e-09	6.51285760640281e-08
PWY0.1479..tRNA.processing	Experiment	2	-1.76053193547442	0.213490475204435	30	10	9.96819426070592e-09	7.72535055204709e-08
PWY.5941..glycogen.degradation.II..eukaryotic.	Experiment	2	-2.20784268188751	0.26890153717444	30	11	1.08295026499064e-08	8.32350203670488e-08
PWY.5121..superpathway.of.geranylgeranyl.diphosphate.biosynthesis.II..via.MEP.	Experiment	3	3.91571487210255	0.478905558620558	30	10	1.17235288723923e-08	8.93678840272524e-08
GLUCUROCAT.PWY..superpathway.of..beta..D.glucuronide.and.D.glucuronate.degradation	Experiment	3	-3.31562369849099	0.408222113373235	30	18	1.32996779646225e-08	1.00558540708121e-07
PWY.6292..superpathway.of.L.cysteine.biosynthesis..mammalian.	Experiment	3	4.50884520543223	0.559677628143981	30	10	1.55112100159191e-08	1.16334075119393e-07
GLYCOGENSYNTH.PWY..glycogen.biosynthesis.I..from.ADP.D.Glucose.	Experiment	3	1.92436890655994	0.239944098259951	30	30	1.68767212025946e-08	1.25562805747304e-07
PWYG.321..mycolate.biosynthesis	Experiment	3	-2.8938347526117	0.362826411337137	30	10	1.87217765153444e-08	1.3818454094659e-07
GLUCUROCAT.PWY..superpathway.of..beta..D.glucuronosides.degradation	Experiment	3	3.12529871547174	0.392463734733092	30	10	1.928073647926e-08	1.40696901591147e-07
PWY0.862...5Z..dodec.5.enoate.biosynthesis	Experiment	3	-2.90597008366067	0.36500607069253	30	10	1.93647348426526e-08	1.40696901591147e-07
FASYN.INITIAL.PWY..superpathway.of.fatty.acid.biosynthesis.initiation..E..coli.	Experiment	3	-2.91328486229383	0.366171373105506	30	10	1.96101183409331e-08	1.41375271760216e-07
PWY.6630..superpathway.of.L.tyrosine.biosynthesis	Experiment	3	4.76064348016008	0.598944448065084	30	13	1.99672886618936e-08	1.42842911196623e-07
PWY.6902..chitin.degradation.II..Vibrio.	Experiment	3	4.64365687285782	0.584586328825511	30	10	2.01984879671018e-08	1.43393845873318e-07
PWY.7208..superpathway.of.pyrimidine.nucleobases.salvage	Experiment	2	-5.19327519014564	0.658411415508511	30	22	2.30408208306823e-08	1.62333055852534e-07
PWY.6628..superpathway.of.L.phenylalanine.biosynthesis	Experiment	3	4.65259878341826	0.59387051175609	30	14	2.61270853089094e-08	1.82693152911923e-07
PWY.5367..petroselinate.biosynthesis	Experiment	3	4.51471983470408	0.576753651603328	30	10	2.65352962605855e-08	1.84162877032422e-07
PWY.6125..superpathway.of.guanosine.nucleotides.de.novo.biosynthesis.II	Experiment	2	-5.09504217861545	0.651881647486383	30	22	2.72942243088459e-08	1.86783764786907e-07
PWY.6284..superpathway.of.unsaturated.fatty.acids.biosynthesis..E..coli.	Experiment	3	4.70967080403203	0.602599888255756	30	10	2.73146150656122e-08	1.86783764786907e-07
PWY.6936..seleno.amino.acid.biosynthesis..plants.	Experiment	3	4.48972313468593	0.575830175428137	30	10	2.85471330076594e-08	1.93787107278272e-07
PWY0.1297..superpathway.of.purine.deoxyribonucleosides.degradation	Experiment	3	6.07832172420389	0.781219733355208	30	19	2.9679555085368e-08	2.00014392966611e-07
PWY.7356..thiamine.diphosphate.salvage.IV..yeast.	Experiment	3	2.49256889336977	0.320627714817017	30	10	3.01426906634731e-08	2.01674117388705e-07
PWY.7761..NAD.salvage.pathway.II..PNC.IV.cycle.	Experiment	3	3.50312317562095	0.45099652479537	30	10	3.06122157163014e-08	2.03352575829716e-07
PWY.6859..all.trans.farnesol.biosynthesis	Experiment	3	4.31364863563318	0.558411820666167	30	10	3.38797306158593e-08	2.23462052998221e-07
COMPLETE.ARO.PWY..superpathway.of.aromatic.amino.acid.biosynthesis	Experiment	3	1.01078034914846	0.131050951813376	30	30	3.48591644323378e-08	2.28302978324466e-07
PWY.6749..CMP.legionaminate.biosynthesis.I	Experiment	2	-1.50100080216549	0.195472540936508	30	10	3.78062650448337e-08	2.45872912529338e-07
POLYISOPRENSYN.PWY..polyisoprenoid.biosynthesis..E..coli.	Experiment	3	4.92311064263229	0.642365194808803	30	12	3.91651439123546e-08	2.52013158046694e-07
PWY.922..mevalonate.pathway.I..eukaryotes.and.bacteria.	Experiment	3	4.20560956692529	0.548843255862317	30	10	3.92923741040544e-08	2.52013158046694e-07
METSYN.PWY..L.homoserine.and.L.methionine.biosynthesis	Experiment	3	-2.28409572432274	0.298360736649129	30	14	3.99734423538781e-08	2.54625351980182e-07
HOMOSER.METSYN.PWY..L.methionine.biosynthesis.I	Experiment	3	-2.32131230357085	0.303674718206629	30	14	4.10781868476418e-08	2.59882406587121e-07
PWY.7228..superpathway.of.guanosine.nucleotides.de.novo.biosynthesis.I	Experiment	2	-4.82126512200049	0.633049969464138	30	22	4.39389297795088e-08	2.76102734425292e-07
PWY.5910..superpathway.of.geranylgeranyldiphosphate.biosynthesis.I..via.mevalonate.	Experiment	3	4.15864387477839	0.5462486803443	30	10	4.42381697929224e-08	2.76117435620254e-07
PWY.7391..isoprene.biosynthesis.II..engineered.	Experiment	3	4.26509056448208	0.560798665681091	30	10	4.50625745010724e-08	2.79387961906649e-07
PWY.5384..sucrose.degradation.IV..sucrose.phosphorylase.	Experiment	3	6.02397686571624	0.795346637711207	30	23	4.85809555511436e-08	2.99207209685851e-07
PWY.702..L.methionine.biosynthesis.II	Experiment	3	2.72809963637768	0.36117094545524	30	10	5.10366639409046e-08	3.12263799112113e-07
PWY0.1477..ethanolamine.utilization	Experiment	3	3.93190465843189	0.521975351837753	30	10	5.36458163001436e-08	3.26082412804795e-07
PWY.5913..TCA.cycle.VI..obligate.autotrophs.	Experiment	3	-3.47710110563964	0.461975701285651	30	19	5.44453761831091e-08	3.26672257098655e-07
PWY.7858...5Z..dodecenoate.biosynthesis.II	Experiment	3	4.7955666640056	0.637046708285478	30	10	5.42856535330184e-08	3.26672257098655e-07
PWY.6122..5.aminoimidazole.ribonucleotide.biosynthesis.II	Experiment	3	0.844728271651092	0.112323996646974	30	30	5.52539368253146e-08	3.27300390111736e-07
PWY.6277..superpathway.of.5.aminoimidazole.ribonucleotide.biosynthesis	Experiment	3	0.844728271651092	0.112323996646974	30	30	5.52539368253146e-08	3.27300390111736e-07
PWY.7328..superpathway.of.UDP.glucose.derived.O.antigen.building.blocks.biosynthesis	Experiment	3	4.94646324793503	0.658774149340178	30	15	5.6855918653284e-08	3.34658255364267e-07
PWY0.862...5Z..dodecenoate.biosynthesis.I	Experiment	3	3.96478637191302	0.529469414496435	30	10	5.97144194514149e-08	3.49273019432804e-07
PWY.7221..guanosine.ribonucleotides.de.novo.biosynthesis	Experiment	3	0.957965825768383	0.128746807804384	30	30	6.69725159533757e-08	3.89277748978996e-07
PWY.5177..glutaryl.CoA.degradation	Experiment	3	-3.52799328906103	0.475066263247422	30	17	6.93410941579958e-08	4.00541724018237e-07
PWY.6892..thiazole.biosynthesis.I..E..coli.	Experiment	2	-2.90263427184856	0.391134335770898	30	17	7.02273313474733e-08	4.03156902179939e-07
PWY.2941..L.lysine.biosynthesis.II	Experiment	3	4.1191290258771	0.555901613645188	30	28	7.21653874729473e-08	4.10870328572239e-07
PWY.5022..4.aminobutanoate.degradation.V	Experiment	3	-3.73109857140707	0.50364683112448	30	10	7.2454552565427e-08	4.10870328572239e-07
PWYG.321..mycolate.biosynthesis	Experiment	2	-2.89316850932855	0.394433893750295	30	10	8.65241927807756e-08	4.87681813855281e-07
PWY0.862...5Z..dodec.5.enoate.biosynthesis	Experiment	2	-2.90538354149089	0.396803433286925	30	10	8.93057494696912e-08	5.00327391607306e-07
FASYN.INITIAL.PWY..superpathway.of.fatty.acid.biosynthesis.initiation..E..coli.	Experiment	2	-2.91279951745915	0.398070250568647	30	10	9.03260686727278e-08	5.01649499505593e-07
PWY.6121..5.aminoimidazole.ribonucleotide.biosynthesis.I	Experiment	3	0.992725036567104	0.135693030270676	30	30	9.06205547493974e-08	5.01649499505593e-07
HEXITOLDEGSUPER.PWY..superpathway.of.hexitol.degradation..bacteria.	Experiment	3	-1.65775011847077	0.226845350614803	30	14	9.24282928773392e-08	5.04066246444448e-07
MET.SAM.PWY..superpathway.of.S.adenosyl.L.methionine.biosynthesis	Experiment	3	-2.57234819597493	0.351915021602849	30	14	9.20401800961794e-08	5.04066246444448e-07
PWY.841..superpathway.of.purine.nucleotides.de.novo.biosynthesis.I	Experiment	2	-4.19881047915007	0.574651231377157	30	22	9.26831485397856e-08	5.04066246444448e-07
